Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ_2,МАТ-УЧ 21,МАТ_2
КОСТЕНЕЦ,Основно училище Христо Смирненски,8.0,93.44,8.0,94.13,5.0,80.4,5.0,81.7,5.0,"83,5",5.0,"67,6",3.0,"86,67",3.0,"95,67"
САМОКОВ,Основно училище Васил Левски,9.0,37.72,9.0,63.22,6.0,55.33,6.0,45.83,6.0,"52,08",6.0,"61,67",4.0,52,4.0,"34,5"
КОСТИНБРОД,СУ Д-р Петър Берон,80.0,82.98,80.0,75.13,61.0,72.75,62.0,65.79,67.0,"74,45",67.0,"56,87",68.0,"82,85",67.0,"67,61"
ЕЛИН ПЕЛИН,Основно училище Свети Свети Кирил и Методий,5.0,52.5,5.0,56.4,6.0,31.5,6.0,19.67,13.0,"23,92",13.0,"10,23",,,,
ЕЛИН ПЕЛИН,Основно училище Христо Ботев,9.0,52.94,9.0,46.5,6.0,50.33,6.0,28.83,8.0,"60,5",8.0,"39,88",4.0,"74,75",4.0,57
БОТЕВГРАД,Основно училище Васил Левски,8.0,39.88,8.0,43.25,7.0,19.29,7.0,43.29,4.0,"21,5",4.0,13,6.0,"66,67",7.0,"39,71"
ПРАВЕЦ,Основно училище Васил Левски,45.0,79.63,45.0,71.81,47.0,79.3,47.0,67.4,49.0,"74,96",49.0,"50,57",42.0,"74,26",43.0,"63,19"
ПРАВЕЦ,Основно училище Христо Ботев,3.0,40.5,3.0,40.33,2.0,46.5,2.0,49.0,4.0,"52,63",4.0,"37,5",5.0,67,5.0,"60,6"
СВОГЕ,Основно училище Д-р Петър Берон,14.0,67.07,14.0,64.79,8.0,64.5,8.0,55.56,11.0,"61,41",11.0,"39,45",11.0,"71,55",11.0,"59,09"
СВОГЕ,Основно училище Елин Пелин,3.0,69.83,3.0,71.0,5.0,69.0,4.0,53.25,3.0,60,3.0,"30,33",5.0,"64,8",5.0,"66,8"
СВОГЕ,Основно училище Св св Кирил и Методий,7.0,72.86,7.0,65.36,2.0,71.5,2.0,81.5,3.0,"61,67",3.0,"40,67",1.0,89,1.0,78
СТАРА ЗАГОРА,СУ Железник,87.0,79.59,86.0,75.78,84.0,83.04,84.0,73.9,65.0,"79,48",65.0,"66,08",78.0,"82,68",78.0,"64,35"
СТАРА ЗАГОРА,СУ Васил Левски,55.0,85.13,55.0,78.1,68.0,81.69,68.0,70.71,54.0,"81,06",54.0,"63,15",80.0,"85,31",80.0,"68,91"
СТАРА ЗАГОРА,СУ Христо Смирненски,33.0,44.44,32.0,53.67,28.0,44.54,28.0,43.61,29.0,"44,05",29.0,"30,38",34.0,"35,82",34.0,"37,26"
СТАРА ЗАГОРА,СУ Максим Горки,53.0,86.55,53.0,83.53,50.0,82.7,50.0,73.75,47.0,"87,24",47.0,"76,13",51.0,"90,27",51.0,"76,41"
СТАРА ЗАГОРА,СУ Иван Вазов,98.0,85.92,97.0,79.73,110.0,79.21,108.0,65.58,73.0,"77,3",73.0,"62,82",107.0,"84,54",106.0,"65,55"
СТАРА ЗАГОРА,Основно училище Георги Райчев,38.0,64.83,38.0,62.18,21.0,63.95,21.0,57.31,28.0,"66,36",27.0,"48,7",46.0,"68,67",46.0,"54,83"
СТАРА ЗАГОРА,Първо основно училище Георги Бакалов,,,,,,,,,,,,,13.0,"31,92",12.0,"21,75"
СТАРА ЗАГОРА,Второ основно училище П Р Славейков,117.0,86.13,117.0,81.57,112.0,83.57,111.0,76.38,122.0,"83,2",122.0,"71,64",123.0,"89,27",122.0,"77,87"
СТАРА ЗАГОРА,Основно училише Кольо Ганчев,24.0,54.77,23.0,57.59,17.0,71.41,17.0,64.71,20.0,"65,8",23.0,"39,17",25.0,"68,88",26.0,"55,46"
СТАРА ЗАГОРА,Основно училище КИРИЛ ХРИСТОВ,103.0,87.56,102.0,81.52,132.0,82.85,132.0,71.62,137.0,"81,02",137.0,"67,63",134.0,"85,9",134.0,"71,51"
СТАРА ЗАГОРА,Пето основно училище Митьо Станев,117.0,88.28,116.0,83.84,150.0,82.8,148.0,74.77,144.0,"84,44",144.0,"72,4",156.0,"85,12",156.0,"71,67"
СТАРА ЗАГОРА,Основно училище Самара,6.0,69.92,6.0,67.42,14.0,55.71,14.0,43.32,19.0,"82,05",19.0,"63,95",16.0,"67,81",16.0,"51,06"
СТАРА ЗАГОРА,IX ОУ Веселин Ханчев,70.0,79.85,70.0,74.44,68.0,78.69,67.0,65.64,64.0,"78,55",63.0,"60,46",61.0,"79,52",61.0,"64,3"
СТАРА ЗАГОРА,Единадесето основно училище Николай Лилиев,32.0,76.97,32.0,74.25,42.0,84.55,42.0,80.29,38.0,"77,97",38.0,"76,55",48.0,"86,75",48.0,"75,06"
СТАРА ЗАГОРА,Дванадесето основно училище Стефан Караджа,19.0,19.21,18.0,31.69,18.0,19.61,20.0,31.53,27.0,"18,41",25.0,"16,96",28.0,"18,36",25.0,"19,04"
СТАРА ЗАГОРА,Тринадесето основно училище Свети Паисий Хилендарски,54.0,81.67,54.0,76.74,31.0,78.48,31.0,70.89,40.0,"76,18",40.0,"58,18",38.0,"80,58",38.0,"61,61"
СТАРА ЗАГОРА,Основно училище Христо Ботев,13.0,45.35,12.0,40.88,10.0,43.2,10.0,43.3,14.0,"51,64",14.0,"24,64",18.0,"45,56",18.0,"43,83"
СТАРА ЗАГОРА,Основно училище Христо Ботев,9.0,48.5,9.0,50.22,6.0,42.33,6.0,46.67,7.0,"55,64",7.0,38,4.0,50,4.0,"48,25"
СТАРА ЗАГОРА,Основно училище Иван Мирчев,10.0,33.15,10.0,39.95,10.0,25.5,10.0,23.75,10.0,"42,55",11.0,"32,64",11.0,"41,45",11.0,"40,36"
СТАРА ЗАГОРА,Основно училище Христо Ботев,12.0,63.17,12.0,74.0,9.0,71.44,9.0,75.44,10.0,"70,75",10.0,"73,4",8.0,"48,25",8.0,"47,13"
СТАРА ЗАГОРА,Основно училище Отец Паисий,9.0,23.28,9.0,50.11,7.0,45.14,7.0,53.0,10.0,"33,85",10.0,"27,3",13.0,"46,69",13.0,"44,69"
СТАРА ЗАГОРА,Основно училище Бойчо Русев,8.0,37.38,8.0,52.0,11.0,42.45,11.0,31.73,12.0,"57,38",12.0,"49,83",7.0,"43,43",7.0,"41,43"
СТАРА ЗАГОРА,Основно училище Свети свети Кирил и Методий,20.0,40.65,19.0,48.18,11.0,54.45,12.0,62.42,29.0,"26,21",27.0,"30,26",25.0,"25,64",25.0,"30,2"
СТАРА ЗАГОРА,Основно училище Христо Ботев,8.0,56.94,8.0,56.5,8.0,46.88,8.0,56.5,8.0,"65,38",8.0,"48,25",5.0,"51,4",5.0,"55,4"
СТАРА ЗАГОРА,Начално училище Димитър Благоев,53.0,91.19,53.0,98.39,52.0,91.56,51.0,97.57,56.0,"88,01",55.0,"93,2",54.0,"90,17",53.0,"92,83"
СТАРА ЗАГОРА,Начално училище Зора,16.0,46.72,16.0,66.56,11.0,69.0,10.0,79.25,12.0,"58,13",12.0,"55,08",8.0,"66,13",8.0,"72,25"
СТАРА ЗАГОРА,Частно СУ Нов век,,,,,3.0,93.33,3.0,89.67,,,,,,,,
СТАРА ЗАГОРА,Частно основно училище Елин Пелин,30.0,86.35,30.0,90.02,32.0,86.69,32.0,86.36,30.0,"81,22",30.0,"80,77",25.0,78,25.0,"76,36"
СТАРА ЗАГОРА,СУ Христо Ботев,15.0,31.87,15.0,28.97,16.0,34.75,16.0,31.03,10.0,"24,05",8.0,21,12.0,"57,5",12.0,"39,83"
КАЗАНЛЪК,СУ Екзарх Антим I,67.0,82.99,66.0,74.25,73.0,80.92,73.0,71.03,78.0,"81,76",78.0,"63,58",72.0,"78,14",71.0,"59,68"
КАЗАНЛЪК,Основно училище Кулата,53.0,78.58,53.0,75.29,50.0,78.84,50.0,73.22,50.0,"77,85",50.0,"62,06",65.0,"81,17",65.0,"66,34"
КАЗАНЛЪК,Основно училище Георги Кирков,68.0,81.82,69.0,75.91,68.0,79.9,69.0,65.75,63.0,"75,57",63.0,"55,79",57.0,"83,33",56.0,"69,95"
КАЗАНЛЪК,Основно училище Свети Паисий Хилендарски,49.0,76.28,49.0,74.81,52.0,74.85,52.0,58.89,47.0,"72,44",46.0,"53,83",67.0,"80,34",67.0,"65,57"
КАЗАНЛЪК,ОСНОВНО УЧИЛИЩЕ МАТИ БОЛГАРИЯ,80.0,82.79,80.0,82.43,75.0,79.48,75.0,74.33,87.0,"78,33",87.0,"67,2",89.0,"82,1",89.0,"70,19"
КАЗАНЛЪК,Основно училище Чудомир,57.0,54.61,57.0,48.93,53.0,68.34,52.0,55.24,50.0,"73,64",49.0,"53,43",43.0,"70,79",42.0,"57,24"
КАЗАНЛЪК,Основно училище Никола Йонков Вапцаров,92.0,82.08,92.0,76.85,89.0,84.19,90.0,71.25,95.0,"79,72",95.0,"64,82",73.0,"82,73",71.0,"68,04"
КАЗАНЛЪК,Основно училище Антон Страшимиров,43.0,33.3,44.0,38.59,41.0,32.95,41.0,48.39,42.0,"34,2",40.0,"31,2",26.0,"32,12",26.0,"52,42"
КАЗАНЛЪК,Основно училище Васил Левски,1.0,51.0,1.0,96.0,7.0,29.71,7.0,34.0,4.0,"39,5",4.0,"15,5",6.0,"38,5",6.0,"30,83"
КАЗАНЛЪК,Основно училище Свети Климент Охридски,9.0,56.44,10.0,52.95,8.0,39.88,8.0,55.13,9.0,"43,39",9.0,"34,33",10.0,"41,4",10.0,"45,6"
КАЗАНЛЪК,Основно училище Христо Ботев,12.0,71.08,12.0,77.75,16.0,74.25,16.0,64.0,12.0,"68,29",12.0,"51,42",11.0,74,11.0,"69,64"
КАЗАНЛЪК,Основно училище Кирил и Методий,8.0,48.69,8.0,58.5,8.0,48.25,8.0,59.63,8.0,"48,25",9.0,"41,67",7.0,"34,29",7.0,"37,14"
КАЗАНЛЪК,Основно училище Свети Климент Охридски,9.0,45.56,9.0,51.56,5.0,33.4,5.0,38.4,15.0,"61,27",15.0,"46,87",3.0,"51,67",3.0,40
КАЗАНЛЪК,Основно училище Свети Свети Кирил и Методий,5.0,42.1,5.0,42.2,5.0,54.8,5.0,46.4,6.0,41,6.0,"20,17",11.0,"30,82",11.0,"24,45"
КАЗАНЛЪК,Основно училище Д-р Петър Берон,7.0,46.21,7.0,70.64,8.0,77.63,8.0,79.38,6.0,"56,42",6.0,"46,33",5.0,"72,8",5.0,"55,4"
КАЗАНЛЪК,ОУ Свети Свети Кирил и Методий,7.0,38.64,7.0,57.86,12.0,34.17,13.0,45.04,10.0,"31,75",11.0,"17,27",12.0,"33,67",12.0,"29,08"
КАЗАНЛЪК,Основно училище Свети Паисий Хилендарски,13.0,29.92,13.0,35.88,10.0,21.2,10.0,31.8,12.0,"37,5",11.0,"25,27",10.0,"31,8",11.0,"27,27"
КАЗАНЛЪК,Основно училище Д-р Петър Берон,4.0,18.38,4.0,25.5,4.0,25.5,4.0,22.0,5.0,"19,6",5.0,24,8.0,"16,13",8.0,16
КАЗАНЛЪК,Основно училище Свети свети Кирил и Методий,6.0,70.0,6.0,81.42,9.0,53.67,9.0,37.22,8.0,"51,38",7.0,"38,71",4.0,"52,25",5.0,"31,4"
ОПАН,СУ Христо Ботев,8.0,50.69,8.0,54.25,7.0,50.29,7.0,28.21,11.0,"43,18",12.0,"28,25",8.0,"50,13",8.0,"54,13"
РАДНЕВО,СУ Гео Милев,56.0,64.38,57.0,54.06,59.0,65.1,59.0,55.35,53.0,"72,62",53.0,"48,91",61.0,"65,51",61.0,"50,69"
РАДНЕВО,Първо основно училище Свети Климент Охридски,10.0,44.3,11.0,45.18,8.0,40.38,8.0,52.38,9.0,"26,28",9.0,"29,56",9.0,"32,78",9.0,"34,78"
РАДНЕВО,Второ основно училище Свети Паисий Хилендарски,41.0,72.6,41.0,68.62,40.0,76.78,38.0,65.29,38.0,"71,14",39.0,"54,62",52.0,"79,1",50.0,"62,42"
РАДНЕВО,Основно училище Поп Минчо,12.0,32.71,12.0,44.46,3.0,44.67,3.0,58.0,13.0,"40,62",14.0,"35,57",9.0,"69,44",9.0,"47,89"
РАДНЕВО,Основно училище Свети свети Кирил и Методий,14.0,40.39,14.0,49.96,12.0,36.67,12.0,49.0,8.0,"46,88",8.0,"40,5",7.0,"32,57",7.0,"33,71"
ЧИРПАН,СУ Пейо Крачолов Яворов,49.0,80.31,48.0,89.71,60.0,77.3,58.0,70.43,56.0,"78,23",56.0,"64,61",58.0,"79,33",59.0,"68,2"
ЧИРПАН,Основно училище Васил Левски,15.0,76.5,16.0,73.28,24.0,66.71,25.0,80.78,24.0,"61,56",23.0,"70,96",35.0,"76,23",35.0,"68,03"
ЧИРПАН,Основно училище Свети свети Кирил и Методий,40.0,49.69,40.0,64.89,51.0,51.37,52.0,48.82,43.0,"51,06",43.0,"36,07",37.0,"39,59",37.0,"41,05"
ЧИРПАН,Основно училище Васил Левски,4.0,53.88,4.0,65.5,5.0,29.0,5.0,32.0,3.0,"51,17",3.0,28,9.0,24,9.0,27
ЧИРПАН,Основно училище Отец Паисий,7.0,59.57,7.0,55.21,11.0,57.45,11.0,44.82,6.0,"47,58",6.0,"40,83",10.0,"55,5",10.0,"40,2"
ЧИРПАН,Основно училище Кирил и Методий,7.0,32.71,8.0,45.38,13.0,37.69,13.0,49.77,20.0,"34,18",19.0,"30,68",13.0,"52,31",11.0,"44,64"
ЧИРПАН,Начално училище Свети Климент Охридски,12.0,72.75,13.0,79.15,12.0,64.75,14.0,66.93,16.0,"60,53",16.0,"46,5",13.0,"77,08",13.0,"71,69"
БРАТЯ ДАСКАЛОВИ,СУ Христо Ботев,7.0,57.21,7.0,53.29,5.0,59.4,5.0,52.1,4.0,"33,5",4.0,"27,5",3.0,"59,33",3.0,"46,67"
БРАТЯ ДАСКАЛОВИ,Основно училище Пейо Крачолов Яворов,8.0,25.38,8.0,29.81,3.0,35.67,3.0,31.33,9.0,"44,11",9.0,40,7.0,"44,14",7.0,"39,29"
БРАТЯ ДАСКАЛОВИ,Основно училище Д-р Петър Берон,4.0,51.0,5.0,72.8,5.0,37.0,5.0,61.3,4.0,"41,25",4.0,"46,5",3.0,55,4.0,"56,5"
БРАТЯ ДАСКАЛОВИ,Основно училище Христо Ботев,14.0,33.79,17.0,28.71,17.0,29.24,17.0,28.76,10.0,"35,45",10.0,"13,8",18.0,"34,06",18.0,"28,39"
БРАТЯ ДАСКАЛОВИ,Основно училище Георги Сава Раковски,7.0,47.14,7.0,60.64,1.0,59.0,1.0,35.5,5.0,"58,2",5.0,32,4.0,"70,75",4.0,"61,5"
БРАТЯ ДАСКАЛОВИ,Основно училище Свети свети Кирил и Методий,16.0,38.0,15.0,36.3,15.0,37.33,14.0,50.11,16.0,"46,97",15.0,"43,27",20.0,"42,2",19.0,"30,95"
СТАРА ЗАГОРА,Шесто основно училище Свети Никола,103.0,86.92,103.0,86.19,109.0,86.2,106.0,79.29,132.0,"83,51",131.0,"72,42",151.0,"89,26",150.0,"75,43"
ГЪЛЪБОВО,СУ Васил Левски,32.0,56.89,32.0,51.56,40.0,56.55,38.0,54.22,31.0,"69,03",30.0,"49,43",37.0,"67,14",37.0,"51,22"
ГЪЛЪБОВО,Първо основно училище Свети Паисий Хилендарски,13.0,53.69,13.0,51.19,15.0,39.8,15.0,58.8,16.0,"52,84",16.0,"39,94",19.0,"39,11",17.0,"30,06"
ГЪЛЪБОВО,Второ основно училище Христо Ботев,21.0,67.12,21.0,64.62,26.0,60.81,27.0,63.3,36.0,"61,01",37.0,"43,78",29.0,"61,59",30.0,"45,03"
ГЪЛЪБОВО,Основно училище Свети Свети Кирил и Методий,3.0,51.67,3.0,48.0,3.0,72.67,3.0,58.0,3.0,"75,17",3.0,"48,33",6.0,72,6.0,"46,83"
МЪГЛИЖ,Основно училище Христо Ботев,20.0,43.65,21.0,50.19,14.0,52.86,15.0,44.07,21.0,51,21.0,"51,71",25.0,"59,48",25.0,57
МЪГЛИЖ,Основно училище Свети свети Кирил и Методий,10.0,37.65,10.0,54.0,11.0,36.82,10.0,45.5,11.0,"30,68",11.0,"23,09",12.0,41,11.0,32
МЪГЛИЖ,Основно училище Св св Кирил и Методий,10.0,59.3,10.0,66.35,8.0,40.5,6.0,47.5,12.0,"35,08",14.0,19,6.0,"58,17",6.0,"37,17"
МЪГЛИЖ,Основно училище Христо Смирненски,5.0,42.8,5.0,49.2,3.0,40.67,2.0,58.5,10.0,"34,15",10.0,"24,2",5.0,"42,6",7.0,"32,57"
МЪГЛИЖ,Основно училище Христо Ботев,6.0,52.42,6.0,54.83,13.0,54.23,13.0,60.5,8.0,"45,69",8.0,"34,75",17.0,"58,65",17.0,50
МЪГЛИЖ,Начално училище Свeти Паисий Хилендарски,9.0,39.22,8.0,65.38,18.0,34.0,17.0,27.47,13.0,"39,38",13.0,"15,92",16.0,"26,19",16.0,"23,56"
ГУРКОВО,СУ Христо Смирненски,31.0,46.29,30.0,50.57,36.0,42.56,32.0,39.63,36.0,"42,43",36.0,"29,19",34.0,"45,24",33.0,"40,94"
ГУРКОВО,Основно училище Св Св Кирил и Методий,16.0,36.53,14.0,59.64,15.0,17.07,15.0,42.87,12.0,"33,88",10.0,"35,8",21.0,"21,33",20.0,"29,7"
НИКОЛАЕВО,Основно училище Свети свети Кирил и Методий,44.0,38.91,42.0,43.33,33.0,28.76,33.0,45.79,34.0,"32,25",34.0,"39,09",34.0,"36,35",34.0,"43,24"
НИКОЛАЕВО,Начално училище Васил Левски,11.0,51.55,11.0,62.36,6.0,50.17,6.0,60.67,6.0,33,6.0,"40,17",8.0,"38,25",8.0,"54,25"
НИКОЛАЕВО,Начално училище Братя Жекови,2.0,59.25,2.0,55.0,6.0,66.33,6.0,51.5,1.0,36,1.0,30,6.0,"58,83",6.0,"43,33"
НИКОЛАЕВО,Начално училище Св Св Кирил и Методий,,,,,7.0,58.14,7.0,63.36,7.0,"49,29",7.0,"31,86",5.0,"37,2",5.0,42
ПАВЕЛ БАНЯ,СУ Христо Ботев,19.0,58.95,19.0,53.03,19.0,62.53,19.0,64.34,36.0,"57,94",36.0,"39,33",43.0,"73,98",43.0,"63,49"
ПАВЕЛ БАНЯ,Основно училище Христо Ботев,11.0,31.23,11.0,47.27,12.0,25.08,12.0,40.83,14.0,"25,04",14.0,"19,07",19.0,"47,37",19.0,"41,26"
ПАВЕЛ БАНЯ,Основно училище Никола Йонков Вапцаров,4.0,50.5,4.0,51.5,9.0,53.33,9.0,36.28,9.0,"33,83",9.0,"27,89",9.0,"54,11",9.0,"51,56"
ПАВЕЛ БАНЯ,Основно училище Васил Левски,11.0,18.68,11.0,21.64,5.0,15.0,5.0,21.2,8.0,"25,44",8.0,"15,5",4.0,"26,25",4.0,"28,75"
ПАВЕЛ БАНЯ,Основно училище Георги Бенковски,5.0,30.0,6.0,34.75,11.0,26.0,11.0,20.36,3.0,"10,67",4.0,10,4.0,"19,75",6.0,26
ПАВЕЛ БАНЯ,Основно училище Христо Ботев,7.0,24.07,7.0,37.0,10.0,32.2,10.0,26.85,8.0,"34,13",8.0,"23,88",7.0,"35,71",7.0,"39,86"
ПАВЕЛ БАНЯ,Основно училище Генерал Скобелев,8.0,35.38,8.0,49.44,11.0,58.73,11.0,70.73,8.0,"61,75",8.0,"66,5",11.0,"66,55",11.0,"55,45"
ПАВЕЛ БАНЯ,Основно училище Просвета,5.0,28.0,6.0,45.5,11.0,25.55,8.0,22.75,5.0,"15,2",5.0,14,6.0,"52,17",6.0,"44,17"
ПАВЕЛ БАНЯ,Основно училище Свети Паисий Хилендарски,7.0,46.5,7.0,65.93,3.0,40.67,3.0,55.67,15.0,"48,07",15.0,"51,47",6.0,"28,17",6.0,"27,33"
ТЪРГОВИЩЕ,Първо основно училище Христо Ботев,96.0,73.11,96.0,67.32,112.0,73.02,110.0,61.02,77.0,"76,48",76.0,"59,09",97.0,"77,98",97.0,"61,74"
ТЪРГОВИЩЕ,Второ основно училище Никола Йонков Вапцаров,4.0,48.25,5.0,71.4,5.0,47.6,5.0,54.0,5.0,"58,6",5.0,"39,6",2.0,"28,5",2.0,42
ТЪРГОВИЩЕ,Трето основно училище Петко Рачов Славейков,27.0,45.06,26.0,61.63,32.0,30.59,34.0,42.31,20.0,"33,4",22.0,"30,36",17.0,"46,94",16.0,"35,19"
ТЪРГОВИЩЕ,Четвърто основно училище Иван Вазов,24.0,57.58,23.0,52.63,38.0,67.24,38.0,58.5,34.0,"64,6",34.0,"44,41",37.0,"75,19",37.0,"65,7"
ТЪРГОВИЩЕ,Основно училище Христо Ботев,7.0,67.5,7.0,76.07,8.0,47.0,8.0,71.06,7.0,"54,36",7.0,"55,71",10.0,"63,6",10.0,"67,1"
ТЪРГОВИЩЕ,Основно училище Георги Стойков Раковски,8.0,44.44,8.0,51.56,7.0,55.29,7.0,55.71,12.0,"43,5",12.0,"32,67",8.0,"33,88",8.0,"30,63"
ТЪРГОВИЩЕ,Основно училище Св Св Кирил и Методий,3.0,33.33,3.0,42.17,1.0,35.0,1.0,26.0,3.0,"19,67",3.0,"9,33",3.0,"65,33",3.0,"41,67"
ТЪРГОВИЩЕ,Основно училище Свети свети Кирил и Методий,10.0,55.75,10.0,64.55,11.0,65.0,11.0,55.64,8.0,"54,88",8.0,"42,13",10.0,52,10.0,"46,1"
ТЪРГОВИЩЕ,Основно училище Христо Ботев,3.0,61.67,3.0,58.33,6.0,59.67,6.0,74.83,4.0,"63,38",4.0,53,6.0,"69,5",6.0,"68,83"
ТЪРГОВИЩЕ,ОУ Христо Ботев,6.0,51.5,6.0,58.67,7.0,48.71,7.0,47.71,13.0,"48,5",14.0,"28,5",5.0,53,5.0,"47,2"
ТЪРГОВИЩЕ,Основно училище Паисий Хилендарски,4.0,37.0,4.0,37.5,9.0,56.33,9.0,62.56,4.0,"49,38",3.0,38,10.0,"52,1",10.0,"41,9"
ТЪРГОВИЩЕ,Основно училище Отец Паисий,8.0,40.0,8.0,52.31,6.0,23.33,6.0,30.5,3.0,"31,17",3.0,"33,33",5.0,"33,4",5.0,"29,6"
АНТОНОВО,СУ Свети Свети Кирил и Методий,16.0,52.53,17.0,66.91,18.0,38.0,19.0,54.84,19.0,"57,82",19.0,"65,63",12.0,"36,17",11.0,"38,73"
ТЪРГОВИЩЕ,Първо СУ Свети Седмочисленици,86.0,77.0,83.0,78.22,96.0,76.46,96.0,71.27,85.0,"80,42",84.0,"62,88",90.0,"84,27",90.0,"73,48"
ТЪРГОВИЩЕ,Специално училище за ученици с увреден слух Свети Иван Рилски,,,,,4.0,39.5,4.0,49.5,2.0,"53,5",2.0,44,0.0,0,0.0,0
ТЪРГОВИЩЕ,Второ СУ Професор Никола Маринов,86.0,79.94,85.0,79.89,95.0,72.42,95.0,59.92,109.0,"72,63",108.0,"52,67",106.0,"83,74",106.0,"64,17"
АНТОНОВО,Начално училище Д-р Петър Берон,4.0,39.38,4.0,80.13,2.0,37.5,2.0,37.5,,,,,0.0,0,1.0,16
АНТОНОВО,Основно Училище Никола Йонков Вапцаров,5.0,39.8,5.0,59.2,6.0,39.83,6.0,48.67,4.0,"42,25",4.0,29,2.0,55,2.0,57
АНТОНОВО,Основно училище Никола Йонков Вапцаров,2.0,49.25,2.0,59.0,3.0,37.33,3.0,52.67,1.0,41,1.0,28,3.0,"55,67",3.0,"50,67"
ОМУРТАГ,Първо начално училище Христо Смирненски,53.0,54.89,50.0,68.95,43.0,58.12,43.0,69.63,47.0,"59,85",45.0,"65,22",45.0,"72,24",45.0,"63,58"
ОМУРТАГ,Второ начално училище Васил Левски,9.0,33.17,8.0,55.13,11.0,39.64,11.0,56.73,12.0,"35,13",12.0,"35,75",14.0,"31,21",14.0,33
ОМУРТАГ,Основно училище Георги Бенковски,5.0,37.1,5.0,48.4,6.0,22.67,6.0,36.25,4.0,"30,13",4.0,"26,75",9.0,"42,67",9.0,38
ОМУРТАГ,Основно училище Никола Йонков Вапцаров,7.0,68.0,7.0,79.71,12.0,43.75,12.0,53.83,12.0,"39,58",12.0,"41,83",16.0,"63,94",16.0,"58,63"
ОМУРТАГ,Основно училище Христо Ботев,5.0,53.5,5.0,72.3,7.0,41.57,7.0,50.14,13.0,"51,81",13.0,"53,54",12.0,"51,92",12.0,"61,58"
ОМУРТАГ,Основно училище Христо Ботев,13.0,57.23,14.0,66.39,16.0,51.38,16.0,63.63,14.0,"56,82",13.0,"49,54",23.0,"45,22",23.0,"41,96"
ОМУРТАГ,Основно училище Д-р Петър Берон,18.0,64.83,18.0,70.72,14.0,62.29,14.0,66.39,7.0,"60,14",7.0,"38,14",17.0,"59,65",16.0,"69,56"
ОПАКА,Основно училище Алеко Константинов,3.0,65.5,3.0,67.0,,,,,2.0,"47,5",2.0,50,5.0,"72,2",5.0,"60,4"
ОПАКА,Основно училище Васил Левски,10.0,60.25,10.0,64.35,13.0,59.15,13.0,52.77,10.0,"58,9",10.0,"45,4",17.0,"71,35",17.0,71
ОПАКА,СУ Васил Левски,11.0,66.64,11.0,67.18,16.0,54.38,16.0,59.66,12.0,"66,58",12.0,"50,17",9.0,"67,11",9.0,"70,44"
ПОПОВО,Основно училище Никола Йонков Вапцаров,28.0,69.46,28.0,72.25,27.0,65.19,26.0,62.23,34.0,"74,22",33.0,"64,7",37.0,"75,14",37.0,"62,27"
ПОПОВО,Основно училище Свети Климент Охридски,34.0,73.07,34.0,72.09,31.0,74.03,29.0,67.78,40.0,"68,49",40.0,"51,48",44.0,"79,91",44.0,"60,91"
ПОПОВО,Основно училище Любен Каравелов,70.0,82.81,70.0,79.36,60.0,80.07,60.0,74.2,42.0,"79,69",43.0,"62,79",40.0,"85,83",40.0,"71,93"
ПОПОВО,Основно училище Отец Паисий,2.0,58.25,2.0,50.5,5.0,68.2,5.0,37.5,10.0,"64,15",10.0,"50,8",4.0,58,4.0,"56,25"
ПОПОВО,Основно училище Свети Свети Кирил и Методий,8.0,85.13,8.0,68.81,7.0,87.71,7.0,77.07,7.0,83,7.0,"72,43",10.0,"84,1",10.0,"63,5"
ПОПОВО,Основно училище Христо Ботев,3.0,79.33,3.0,79.83,2.0,77.5,1.0,72.0,7.0,"75,93",7.0,"58,86",7.0,"57,71",7.0,"60,57"
ПОПОВО,Основно училище Христо Ботев,2.0,68.25,2.0,87.5,2.0,59.5,2.0,64.0,1.0,"74,5",1.0,74,1.0,78,1.0,64
ПОПОВО,Основно училище Антон Страшимиров,10.0,62.1,11.0,68.23,10.0,38.2,10.0,28.85,6.0,"48,58",6.0,"25,17",10.0,"38,4",10.0,"34,7"
ПОПОВО,Oсновно училище Васил Левски,6.0,45.67,6.0,36.67,6.0,43.67,6.0,52.25,7.0,"24,43",7.0,"27,14",3.0,"35,33",3.0,43
ХАСКОВО,Начално училище Георги Сава Раковски,36.0,45.08,38.0,55.82,30.0,44.07,35.0,55.2,43.0,"18,8",41.0,"25,2",38.0,"41,95",36.0,"45,86"
ХАСКОВО,Основно училище Любен Каравелов,55.0,74.56,55.0,70.52,56.0,73.71,56.0,57.45,41.0,"76,37",41.0,"59,34",49.0,"80,06",48.0,"60,15"
ХАСКОВО,Основно училище Св Св Кирил и Методий,14.0,45.75,13.0,51.23,25.0,75.48,25.0,72.06,13.0,"71,85",13.0,"56,62",14.0,"72,14",14.0,"61,57"
ХАСКОВО,Основно училище Шандор Петьофи,29.0,64.38,29.0,62.45,45.0,52.91,45.0,43.72,35.0,"64,01",35.0,"45,83",64.0,"78,11",63.0,"60,33"
