Община,Училище,БЕЛ 24,ДЗИ II 24,БЕЛ-УЧ. 24,ДЗИ II-УЧ. 24,БЕЛ 23,ДЗИ II 23,БЕЛ-УЧ. 23,ДЗИ II-УЧ. 23,БЕЛ 22,ДЗИ II 22,БЕЛ-УЧ. 22,ДЗИ II-УЧ. 22,БЕЛ 21,ДЗИ II 21,БЕЛ-УЧ. 21,ДЗИ II-УЧ. 21,БЕЛ 20,ДЗИ II 20,БЕЛ-УЧ. 20,ДЗИ II-УЧ. 20
СИЛИСТРА,ПГ по строителство Пеньо Пенев,3.04,4.464,25.0,15.0,2.85,3.769,22.0,19.0,3.09,4.737,13.0,10.0,3.44,2.48,22.0,1.0,2.94,3.15,24.0,15.0
СИЛИСТРА,ПМГ Св. Климент Охридски,4.86,4.563,76.0,78.0,4.53,4.476,67.0,67.0,4.45,4.526,72.0,72.0,4.94,5.07,72.0,71.0,4.92,5.08,51.0,51.0
СИЛИСТРА,Спортно у-ще Дръстър,3.13,3.31,15.0,13.0,3.18,3.94,15.0,15.0,2.91,4.16,15.0,15.0,3.38,,19.0,,3.53,4.51,18.0,3.0
СИЛИСТРА,СУ Никола Вапцаров,3.94,3.702,15.0,18.0,3.53,3.329,20.0,22.0,3.93,3.481,20.0,19.0,4.48,4.88,19.0,19.0,4.05,4.27,44.0,46.0
СЛИВЕН,ПГ с преподаване на западни езици,5.02,4.805,148.0,150.0,4.52,5.035,151.0,153.0,4.87,5.049,153.0,152.0,5.06,5.2,109.0,111.0,5.0,5.15,125.0,126.0
СЛИВЕН,ПГ по електротехника и електроника,3.28,4.73,33.0,25.0,2.48,4.6,40.0,31.0,2.61,4.49,39.0,34.0,3.37,3.47,41.0,42.0,3.38,3.61,48.0,46.0
СЛИВЕН,ПГ по икономика Проф. д-р Димитър Табаков,4.05,5.27,126.0,120.0,3.62,5.37,114.0,111.0,3.99,5.35,88.0,86.0,4.19,4.59,88.0,76.0,4.43,4.27,72.0,51.0
СЛИВЕН,ПГ по механотехника,2.54,3.615,28.0,25.0,2.16,2.707,38.0,33.0,2.08,3.893,31.0,29.0,3.06,3.19,63.0,59.0,3.02,3.15,65.0,58.0
СЛИВЕН,Сливенска ПГ по строителство и геодезия,3.01,4.33,16.0,15.0,2.53,3.84,13.0,15.0,2.59,3.231,19.0,23.0,3.35,3.67,19.0,7.0,3.24,3.82,37.0,9.0
СЛИВЕН,ПГ по текстил и облекло Добри Желязков,3.28,4.05,19.0,17.0,2.66,3.982,13.0,14.0,2.23,4.01,15.0,11.0,3.24,3.5,24.0,14.0,3.28,3.47,32.0,8.0
СЛИВЕН,ПГ по хотелиерство и туризъм,4.06,4.525,91.0,82.0,3.59,4.45,79.0,72.0,3.54,4.302,83.0,79.0,4.32,4.36,84.0,65.0,4.05,3.98,113.0,95.0
СЛИВЕН,ППМГ Добри Чинтулов,5.02,5.067,149.0,149.0,4.7,4.8,141.0,140.0,4.76,4.699,151.0,151.0,4.77,5.12,155.0,155.0,5.14,5.25,150.0,150.0
СЛИВЕН,Спортно у-ще Димитър Рохов,3.75,4.979,36.0,36.0,3.03,5.373,36.0,34.0,2.86,3.765,24.0,22.0,3.69,3.7,32.0,5.0,3.66,3.61,33.0,1.0
СЛИВЕН,СУ Аргира Жечкова,2.0,4.28,1.0,1.0,,,,,3.14,5.57,1.0,1.0,3.82,,2.0,,,,,
СЛИВЕН,СУ Йордан Йовков,3.5,,2.0,,3.56,3.548,10.0,10.0,,,,,3.41,3.93,19.0,18.0,3.62,3.84,15.0,15.0
СЛИВЕН,СУ Константин Константинов,3.7,4.82,17.0,16.0,3.23,5.43,18.0,16.0,3.21,5.05,9.0,9.0,,,,,,,,
СЛИВЕН,СУ Хаджи Мина Пашов,3.85,3.14,15.0,14.0,2.65,2.44,11.0,11.0,2.0,2.0,1.0,1.0,3.03,3.45,1.0,1.0,2.4,,1.0,
СЛИВЕН,СУ Пейо Крачолов Яворов,4.07,4.054,25.0,27.0,3.05,3.677,32.0,31.0,3.08,3.188,22.0,21.0,3.56,3.77,50.0,50.0,3.77,3.81,25.0,25.0
СЛИВЕН,Художествена гимназия Димитър Добрович,4.33,4.32,21.0,21.0,3.97,5.02,23.0,23.0,4.1,5.18,19.0,19.0,4.38,3.47,25.0,2.0,4.53,3.4,17.0,2.0
СЛИВЕН,Хуманитарна гимназия Дамян Дамянов,4.22,4.51,38.0,36.0,3.94,4.067,24.0,24.0,4.02,4.306,21.0,21.0,4.19,4.35,21.0,21.0,4.47,4.83,25.0,25.0
СМОЛЯН,ЕГ Иван Вазов,4.87,4.719,72.0,74.0,4.63,4.834,76.0,76.0,4.61,4.702,90.0,90.0,5.08,5.1,95.0,95.0,5.06,5.19,82.0,82.0
СМОЛЯН,ПГ за приложни изкуства,4.19,4.59,11.0,10.0,3.17,4.19,8.0,8.0,3.58,4.21,11.0,11.0,3.89,,10.0,,,,,
СМОЛЯН,Професионална гимназия по икономика,4.21,4.66,46.0,45.0,3.72,4.819,52.0,51.0,3.5,4.38,41.0,39.0,4.03,4.14,81.0,51.0,4.14,4.4,40.0,30.0
СМОЛЯН,ПГ по техника и технологии,3.75,4.259,29.0,24.0,3.43,4.136,40.0,36.0,3.11,3.75,42.0,42.0,3.4,3.01,18.0,2.0,3.64,3.6,36.0,15.0
СМОЛЯН,Смолянска ПГ по туризъм и строителство,3.86,4.74,16.0,13.0,3.27,4.3,23.0,23.0,3.68,4.82,19.0,19.0,3.79,3.95,21.0,2.0,3.96,3.49,28.0,4.0
СМОЛЯН,ППМГ Васил Левски,5.1,4.903,74.0,76.0,4.78,4.556,76.0,77.0,4.87,4.739,92.0,92.0,5.12,5.21,94.0,94.0,5.09,5.16,87.0,87.0
СМОЛЯН,СУ Св. Св. Кирил и Методий,4.53,4.23,25.0,25.0,4.23,4.295,28.0,28.0,4.33,4.584,19.0,19.0,4.72,5.04,28.0,28.0,4.65,4.72,33.0,33.0
СМОЛЯН,СУ Отец Паисий,2.0,,1.0,,3.05,,1.0,,3.18,3.466,9.0,8.0,,,,,4.08,4.49,19.0,18.0
СТАРА ЗАГОРА,Вечерно СУ Захари Стоянов,3.69,3.305,15.0,15.0,3.63,2.89,22.0,23.0,2.0,,3.0,,3.48,3.56,40.0,41.0,3.59,3.73,27.0,27.0
СТАРА ЗАГОРА,ГПЧЕ Ромен Ролан,5.42,5.4,207.0,208.0,4.97,5.299,212.0,214.0,5.15,5.254,221.0,221.0,5.24,5.34,226.0,226.0,5.29,5.46,228.0,228.0
СТАРА ЗАГОРА,НУМСИ Христина Морфова,4.3,4.79,33.0,33.0,4.2,5.16,17.0,17.0,4.09,4.61,24.0,24.0,4.39,4.17,14.0,11.0,4.05,4.12,17.0,11.0
СТАРА ЗАГОРА,Национална ПГ по ветеринарна медицина,4.18,4.908,65.0,66.0,3.34,4.95,77.0,69.0,3.41,4.55,75.0,71.0,3.82,3.75,99.0,38.0,3.86,3.95,114.0,63.0
СТАРА ЗАГОРА,ПГ по електроника,3.67,4.177,88.0,79.0,3.26,4.313,79.0,66.0,3.01,3.828,61.0,60.0,3.59,4.15,55.0,55.0,3.69,3.9,58.0,59.0
СТАРА ЗАГОРА,ПГ по електротехника и технологии,3.47,4.346,48.0,38.0,2.78,4.235,60.0,59.0,2.89,3.089,29.0,29.0,3.45,3.66,47.0,45.0,3.38,3.51,45.0,45.0
СТАРА ЗАГОРА,ПГ по механотехника и транспорт,3.12,4.027,13.0,8.0,2.92,4.201,24.0,18.0,2.66,3.84,15.0,13.0,3.28,3.36,23.0,20.0,3.19,3.21,34.0,34.0
СТАРА ЗАГОРА,ПГ по облекло и хранене,3.86,4.43,86.0,84.0,3.08,4.137,91.0,89.0,2.96,3.549,53.0,53.0,3.63,3.87,90.0,8.0,3.82,4.07,61.0,14.0
СТАРА ЗАГОРА,ПГ по строителство и дървообработване,3.18,3.39,3.0,4.0,2.46,3.6,6.0,7.0,2.26,3.51,7.0,8.0,3.15,,10.0,,2.82,2.79,21.0,1.0
СТАРА ЗАГОРА,"ПГ по строителство, архитектура и геодезия",4.68,5.42,126.0,126.0,4.16,5.601,119.0,121.0,4.07,4.61,144.0,143.0,4.42,4.47,136.0,92.0,4.38,4.32,144.0,119.0
СТАРА ЗАГОРА,ППМГ Гео Милев,5.06,4.865,129.0,135.0,4.64,4.467,129.0,131.0,4.68,4.458,118.0,118.0,4.82,4.95,130.0,130.0,4.93,5.17,123.0,123.0
СТАРА ЗАГОРА,Спортно у-ще Тодор Каблешков,3.6,4.943,47.0,37.0,2.91,3.84,52.0,43.0,2.97,4.73,26.0,25.0,3.36,3.43,27.0,1.0,3.29,3.49,35.0,7.0
СТАРА ЗАГОРА,СУ Васил Левски,3.9,3.405,20.0,20.0,3.66,3.429,16.0,20.0,3.49,2.909,18.0,18.0,4.0,4.15,41.0,41.0,4.05,4.27,20.0,18.0
СТАРА ЗАГОРА,СУ Железник,3.91,3.762,25.0,25.0,2.0,2.0,2.0,1.0,2.72,3.104,12.0,12.0,3.57,3.82,20.0,21.0,3.99,4.02,7.0,7.0
СТАРА ЗАГОРА,СУ Иван Вазов,4.57,3.688,24.0,25.0,3.99,3.245,25.0,28.0,3.49,3.14,25.0,23.0,3.87,3.98,19.0,20.0,3.88,4.04,38.0,38.0
СТАРА ЗАГОРА,СУ Максим Горки,4.85,5.011,105.0,106.0,4.38,4.893,105.0,104.0,4.49,4.792,90.0,91.0,4.81,4.84,79.0,79.0,4.66,4.9,80.0,80.0
СТАРА ЗАГОРА,СУ Поп Минчо Кънчев,,3.68,,3.0,3.37,3.07,2.0,5.0,2.0,2.91,5.0,4.0,3.03,,4.0,,3.2,,3.0,
СТАРА ЗАГОРА,СУ Христо Ботев,2.0,2.4,5.0,5.0,3.86,2.79,2.0,2.0,2.49,2.42,6.0,5.0,,2.84,,1.0,3.32,3.29,18.0,15.0
СТАРА ЗАГОРА,Търговска гимназия Княз Симеон Търновски,4.88,5.775,108.0,109.0,4.46,5.67,129.0,131.0,4.49,4.748,122.0,120.0,4.89,4.65,128.0,68.0,4.98,4.64,150.0,98.0
ТЪРГОВИЩЕ,1 СУ Свети Седмочисленици,4.82,4.751,98.0,99.0,4.35,4.387,101.0,101.0,4.48,4.692,93.0,93.0,4.87,5.2,68.0,68.0,4.8,5.24,97.0,97.0
ТЪРГОВИЩЕ,2 СУ Проф. Никола Маринов,4.68,4.577,88.0,88.0,4.29,4.301,85.0,87.0,4.48,4.25,84.0,83.0,4.46,4.76,73.0,73.0,4.44,4.51,72.0,72.0
ТЪРГОВИЩЕ,ПГ по електротехника и строителство,2.66,4.54,10.0,9.0,2.48,3.511,8.0,5.0,2.49,4.76,7.0,5.0,3.1,,12.0,,3.07,3.54,19.0,10.0
ТЪРГОВИЩЕ,ПГ по земеделие,2.97,3.93,5.0,7.0,2.73,4.272,8.0,15.0,2.45,4.438,8.0,5.0,3.25,3.35,10.0,3.0,2.81,2.99,39.0,3.0
ТЪРГОВИЩЕ,ПГ по икономическа информатика,3.72,5.01,65.0,52.0,3.32,4.58,94.0,82.0,3.4,4.784,62.0,62.0,3.75,4.25,71.0,12.0,3.89,4.04,73.0,5.0
ТЪРГОВИЩЕ,ПГ по туризъм и хран.-вкусови технологии,3.1,4.39,11.0,9.0,2.99,3.07,23.0,24.0,2.56,3.4,27.0,25.0,3.36,3.55,30.0,16.0,3.54,3.66,26.0,14.0
ТЪРГОВИЩЕ,Спортно училище Никола Симов,3.7,3.62,7.0,8.0,3.36,4.58,12.0,11.0,2.59,3.44,10.0,9.0,3.08,3.48,13.0,12.0,3.14,3.29,11.0,13.0
ТЪРГОВИЩЕ,Професионална техническа гимназия,3.57,4.49,49.0,41.0,3.05,4.6,48.0,41.0,3.25,4.832,56.0,53.0,3.58,3.91,44.0,29.0,3.62,4.21,64.0,52.0
ТЪРГОВИЩЕ,Специално у-ще за ученици с увреден слух,2.0,2.0,3.0,3.0,,,,,2.55,4.77,6.0,6.0,3.01,,3.0,,3.16,,6.0,
ХАСКОВО,ЕГ Проф. д-р Асен Златаров,5.13,5.277,183.0,181.0,4.68,5.063,180.0,181.0,4.65,4.994,181.0,180.0,4.93,5.07,178.0,179.0,5.05,5.25,167.0,167.0
ХАСКОВО,ПГ по дървообработване и строителство,4.23,4.547,121.0,115.0,3.58,4.476,108.0,103.0,3.46,4.71,104.0,101.0,3.72,4.07,127.0,35.0,3.63,4.14,122.0,82.0
ХАСКОВО,ПГ по лека промишленост Райна Княгиня,2.76,3.989,7.0,6.0,2.44,3.917,8.0,8.0,2.38,3.52,15.0,11.0,2.93,2.96,19.0,16.0,3.26,3.34,18.0,16.0
ХАСКОВО,ПГ по механоелектротехника,2.92,4.67,46.0,34.0,2.64,4.81,55.0,43.0,2.33,2.37,53.0,57.0,3.02,3.25,40.0,20.0,3.2,3.48,51.0,10.0
ХАСКОВО,ПГ по транспорт и аграрни технологии,2.83,4.445,27.0,21.0,2.36,4.394,25.0,20.0,2.19,2.88,28.0,26.0,3.12,2.66,33.0,1.0,3.08,3.07,45.0,13.0
ХАСКОВО,ПГ по туризъм Александър Паскалев,3.92,4.899,50.0,43.0,3.24,4.78,63.0,49.0,2.87,4.893,109.0,95.0,3.24,3.4,77.0,19.0,3.48,3.57,101.0,73.0
ХАСКОВО,ПМГ Акад. Боян Петканчин,4.98,4.719,128.0,130.0,4.84,4.58,129.0,135.0,4.83,4.381,126.0,126.0,5.13,4.95,127.0,127.0,5.21,4.97,127.0,127.0
ХАСКОВО,Спортно у-ще Стефан Караджа,2.9,4.04,22.0,20.0,2.27,4.24,15.0,12.0,2.62,3.371,19.0,14.0,3.12,3.18,29.0,31.0,3.04,3.32,22.0,19.0
ХАСКОВО,СУ Васил Левски,3.63,3.769,25.0,23.0,2.97,3.153,13.0,13.0,3.08,3.118,21.0,20.0,3.72,4.25,22.0,23.0,3.66,4.14,22.0,21.0
ХАСКОВО,СУ Св. Паисий Хилендарски,3.89,3.678,17.0,14.0,2.0,5.22,1.0,1.0,3.54,3.08,13.0,12.0,3.49,3.48,16.0,17.0,3.51,3.78,12.0,13.0
ХАСКОВО,Финансово-стопанска гимназия Атанас Буров,3.93,5.49,135.0,118.0,3.48,5.25,133.0,125.0,3.55,5.28,124.0,124.0,3.69,4.17,117.0,24.0,4.0,3.97,138.0,45.0
ШУМЕН,Духовно училище Нювваб,3.1,2.968,22.0,20.0,2.63,2.617,26.0,26.0,2.51,2.832,22.0,22.0,3.67,4.14,28.0,27.0,3.56,3.97,21.0,21.0
ШУМЕН,ЕГ Никола Йонков Вапцаров,4.58,4.885,131.0,131.0,4.13,4.426,148.0,149.0,4.53,4.833,129.0,129.0,4.86,5.0,117.0,117.0,4.96,5.2,116.0,116.0
ШУМЕН,ПГ по икономика,3.82,4.7,107.0,99.0,3.49,4.93,103.0,99.0,3.59,4.86,95.0,93.0,3.97,4.12,138.0,137.0,4.08,4.18,121.0,119.0
ШУМЕН,"ПГ по механот., електр., телеком. и транспорт",3.12,4.63,93.0,56.0,2.77,4.03,91.0,76.0,2.69,3.733,60.0,57.0,3.5,3.85,59.0,47.0,3.33,3.57,63.0,64.0
ШУМЕН,"ПГ по облекло, хранене и химични технологии",3.28,4.45,34.0,33.0,2.67,4.031,59.0,56.0,2.68,4.532,41.0,39.0,3.64,3.55,47.0,18.0,3.53,3.64,73.0,51.0
ШУМЕН,ПГ по селско стопанство,2.63,3.548,27.0,17.0,2.29,4.38,33.0,17.0,2.4,4.72,29.0,25.0,3.14,3.5,20.0,21.0,3.03,3.35,31.0,24.0
ШУМЕН,"ПГ по строителство, архитектура и геодезия",3.16,4.378,68.0,47.0,2.71,4.596,59.0,49.0,3.08,4.663,52.0,45.0,3.23,3.63,81.0,58.0,3.38,3.66,77.0,54.0
ШУМЕН,ППМГ Нанчо Попович,5.03,4.665,130.0,130.0,4.84,4.747,127.0,128.0,4.82,4.343,131.0,131.0,4.8,5.09,128.0,128.0,5.1,5.18,129.0,129.0
ШУМЕН,СУ Васил Левски,2.59,2.42,8.0,4.0,3.09,3.166,17.0,17.0,3.36,2.951,29.0,26.0,3.35,4.25,12.0,9.0,3.62,3.96,35.0,32.0
ШУМЕН,СУ Йоан Екзарх Български,4.79,4.016,52.0,53.0,4.04,4.165,57.0,58.0,4.14,3.752,63.0,63.0,4.28,4.48,97.0,97.0,4.51,4.43,59.0,60.0
ШУМЕН,СУ Панайот Волов,4.53,4.858,60.0,60.0,3.5,3.81,65.0,68.0,4.22,3.714,37.0,38.0,3.66,4.07,51.0,51.0,4.09,4.25,64.0,64.0
ШУМЕН,СУ Сава Доброплодни,4.59,5.118,104.0,102.0,4.29,4.758,75.0,75.0,4.24,4.712,91.0,91.0,4.75,4.82,90.0,90.0,4.34,4.43,89.0,89.0
ШУМЕН,СУ Трайко Симеонов,3.69,5.07,6.0,5.0,2.4,2.47,7.0,7.0,2.14,2.3,10.0,8.0,3.38,4.27,8.0,7.0,3.29,3.71,8.0,8.0
ЯМБОЛ,Гимназия по строителство и архитектура,4.19,4.986,59.0,58.0,3.9,4.94,49.0,47.0,3.07,4.61,25.0,23.0,3.5,3.61,20.0,12.0,3.37,4.08,19.0,4.0
ЯМБОЛ,ЕГ Васил Карагьозов,4.41,4.634,75.0,73.0,4.39,4.542,54.0,55.0,4.51,4.307,68.0,68.0,4.79,5.11,43.0,43.0,4.81,4.9,47.0,47.0
ЯМБОЛ,ПГ Васил Левски,4.94,4.72,104.0,108.0,4.23,4.015,101.0,101.0,4.37,4.269,93.0,93.0,4.73,4.84,78.0,78.0,4.78,4.86,97.0,97.0
ЯМБОЛ,ПГ по земеделие Христо Ботев,3.23,5.363,15.0,9.0,3.24,4.606,7.0,6.0,2.2,4.31,19.0,19.0,3.01,3.09,34.0,5.0,2.85,2.82,37.0,2.0
ЯМБОЛ,ПГ по икономика Георги Стойков Раковски,3.72,5.17,44.0,43.0,3.52,4.94,49.0,42.0,3.43,4.8,63.0,63.0,3.97,4.82,74.0,3.0,3.98,4.58,93.0,13.0
ЯМБОЛ,"ПГ по лека пром., екология и хим. технологии",3.13,3.902,13.0,28.0,2.3,3.694,31.0,36.0,2.37,4.4,15.0,25.0,3.35,,31.0,,3.74,,17.0,
ЯМБОЛ,"ПГ по подемна, строителна и транспортна техника",3.5,3.82,10.0,21.0,3.04,4.063,13.0,19.0,2.9,4.55,12.0,10.0,2.85,2.7,51.0,1.0,2.87,2.37,38.0,1.0
ЯМБОЛ,ПГ по туризъм Алеко Константинов,3.36,4.671,20.0,19.0,2.82,4.455,19.0,20.0,3.38,4.483,24.0,23.0,3.31,2.98,27.0,2.0,3.39,3.03,38.0,1.0
ЯМБОЛ,ПМГ Атанас Радев,5.08,4.742,95.0,97.0,4.6,4.581,96.0,98.0,4.78,4.503,82.0,82.0,4.89,5.03,87.0,87.0,5.08,5.19,85.0,85.0
ЯМБОЛ,Спортно у-ще Пиер дьо Кубертен,3.88,4.08,13.0,11.0,2.66,3.95,8.0,8.0,3.67,4.7,8.0,6.0,3.87,5.92,11.0,1.0,3.87,2.68,13.0,2.0
ЯМБОЛ,СУ Св. Климент Охридски,3.53,3.478,24.0,23.0,3.3,3.397,39.0,34.0,3.15,3.598,41.0,37.0,3.86,4.07,59.0,57.0,3.98,4.28,47.0,47.0
ЯМБОЛ,Професионална техническа гимназия Иван Райнов,3.46,4.317,39.0,37.0,3.26,3.979,42.0,43.0,3.17,3.85,43.0,40.0,3.59,3.6,89.0,9.0,3.62,4.18,56.0,8.0
АЙТОС,ПГ по селско стопанство,2.77,3.52,36.0,26.0,2.36,3.42,47.0,30.0,2.44,4.38,45.0,27.0,2.88,3.3,49.0,38.0,2.9,3.36,41.0,28.0
АЙТОС,СУ Никола Вапцаров,3.95,4.471,84.0,76.0,3.48,3.751,77.0,70.0,3.67,4.294,53.0,53.0,3.76,4.17,48.0,47.0,3.69,4.05,50.0,51.0
АЙТОС,СУ Христо Ботев,4.38,4.656,52.0,49.0,3.84,3.967,57.0,55.0,3.95,4.157,74.0,74.0,4.22,4.55,77.0,75.0,4.21,4.43,69.0,68.0
АСЕНОВГРАД,ПГ Цар Иван Асен II,3.38,4.53,82.0,59.0,2.96,4.77,104.0,86.0,3.12,4.71,69.0,58.0,3.46,3.71,84.0,76.0,3.38,3.39,86.0,86.0
АСЕНОВГРАД,ПГ по хранително-вкусови технологии,3.31,4.0,23.0,18.0,2.51,3.59,27.0,26.0,2.57,3.78,23.0,22.0,3.21,3.24,27.0,27.0,3.52,3.44,43.0,16.0
АСЕНОВГРАД,ПГ Св. Патриарх Евтимий,3.33,3.028,10.0,8.0,2.41,2.988,11.0,10.0,2.28,2.96,13.0,14.0,2.66,2.94,13.0,6.0,3.07,2.62,27.0,2.0
АСЕНОВГРАД,СУ Св. Св. Кирил и Методий,4.33,4.157,111.0,108.0,3.68,3.68,100.0,108.0,4.07,3.666,93.0,93.0,4.23,4.34,119.0,119.0,4.15,4.37,115.0,115.0
АСЕНОВГРАД,СУ Св. Княз Борис I,4.58,4.36,73.0,75.0,4.06,4.118,78.0,78.0,4.36,4.103,69.0,69.0,4.73,5.1,43.0,43.0,4.47,4.58,70.0,70.0
БАНКЯ,78 СУ Христо Смирненски,4.24,4.62,22.0,21.0,3.15,3.22,15.0,15.0,3.51,3.217,31.0,30.0,3.83,4.28,19.0,18.0,3.64,3.73,31.0,31.0
БАНКЯ,ПГ по туризъм А. Константинов,3.49,4.79,85.0,74.0,3.12,4.801,86.0,73.0,3.13,4.374,78.0,75.0,3.71,4.38,91.0,9.0,3.65,4.3,83.0,24.0
БЕРКОВИЦА,Лесотехническа ПГ,3.49,3.628,31.0,28.0,3.14,4.126,31.0,33.0,2.88,2.902,26.0,27.0,3.74,4.21,28.0,24.0,3.82,3.75,33.0,31.0
БЕРКОВИЦА,ПГ Д-р Иван Панов,4.2,3.945,30.0,30.0,4.13,3.479,21.0,20.0,3.93,4.082,30.0,27.0,3.9,4.35,43.0,29.0,4.46,4.35,27.0,25.0
БОТЕВГРАД,ПГ по техника и мениджмънт,3.15,4.677,60.0,39.0,2.64,4.227,66.0,45.0,2.51,3.482,75.0,54.0,3.17,3.32,54.0,19.0,3.29,3.37,70.0,56.0
БОТЕВГРАД,ППМГ Акад. проф. д-р Асен Златаров,4.84,4.807,88.0,88.0,4.04,4.149,98.0,99.0,4.56,4.8,93.0,93.0,4.68,4.84,79.0,79.0,4.66,4.71,90.0,90.0
БОТЕВГРАД,Техническа ПГ Стамен Панчев,3.97,3.81,5.0,5.0,3.0,4.74,1.0,1.0,2.12,3.37,28.0,17.0,3.14,3.28,22.0,7.0,3.03,3.76,33.0,2.0
ВЕЛИНГРАД,Национална ПГ по горско стопанство,3.48,3.783,49.0,39.0,3.18,4.092,39.0,40.0,3.42,3.55,38.0,37.0,3.62,3.86,38.0,6.0,3.73,3.8,48.0,26.0
ВЕЛИНГРАД,ОУ Неофит Рилски,2.74,4.152,23.0,19.0,2.3,3.878,44.0,27.0,2.44,3.917,38.0,28.0,3.31,,49.0,,2.8,3.06,54.0,44.0
ВЕЛИНГРАД,ПГ по икономика и туризъм,3.42,4.113,70.0,59.0,3.41,4.443,80.0,74.0,3.48,4.206,58.0,57.0,3.61,3.66,85.0,9.0,3.61,3.94,110.0,9.0
ВЕЛИНГРАД,СУ Васил Левски,5.07,4.82,51.0,52.0,4.08,4.436,48.0,49.0,4.49,4.432,34.0,33.0,4.81,5.2,42.0,42.0,4.73,5.05,41.0,41.0
ВЕЛИНГРАД,СУ Св. Св. Кирил и Методий,4.55,4.026,73.0,73.0,4.31,4.25,60.0,61.0,4.76,4.484,75.0,75.0,4.7,4.79,68.0,69.0,4.87,4.62,58.0,58.0
ГОРНА ОРЯХОВИЦА,ПГ по електротехника и електроника,3.8,4.89,84.0,71.0,3.58,4.77,95.0,93.0,3.55,4.474,74.0,73.0,3.9,4.61,77.0,66.0,4.1,4.57,74.0,68.0
ГОРНА ОРЯХОВИЦА,ПГ по железопътен транспорт,2.94,4.233,15.0,13.0,2.46,2.9,10.0,6.0,2.73,3.01,16.0,15.0,3.2,3.85,13.0,2.0,3.12,2.76,8.0,2.0
ГОРНА ОРЯХОВИЦА,ПГ по лека промишленост и икономика,3.72,5.34,54.0,42.0,2.97,5.36,53.0,35.0,3.09,4.551,55.0,53.0,3.65,3.94,72.0,2.0,3.97,,78.0,
ГОРНА ОРЯХОВИЦА,ПГ по хранителни технологии,2.62,4.95,17.0,19.0,2.73,4.84,12.0,20.0,2.27,4.696,28.0,27.0,2.94,2.92,29.0,25.0,3.13,3.1,27.0,29.0
ГОРНА ОРЯХОВИЦА,ПТГ Васил Левски,2.69,3.22,13.0,11.0,2.58,3.15,20.0,15.0,2.54,3.06,12.0,14.0,3.07,3.21,8.0,6.0,2.99,3.16,15.0,15.0
ГОРНА ОРЯХОВИЦА,СУ Вичо Грънчаров,4.09,4.081,26.0,25.0,3.42,3.225,22.0,21.0,4.12,3.959,23.0,23.0,4.38,4.72,26.0,26.0,4.62,4.93,16.0,16.0
ГОРНА ОРЯХОВИЦА,СУ Георги Измирлиев,4.69,4.406,53.0,52.0,3.89,3.979,52.0,51.0,4.18,4.108,47.0,47.0,4.56,4.9,46.0,46.0,4.55,4.61,27.0,27.0
ГОЦЕ ДЕЛЧЕВ,Неврокопска ПГ Димитър Талев,4.32,5.424,127.0,127.0,3.68,4.986,170.0,164.0,3.74,4.76,148.0,141.0,4.09,4.07,142.0,17.0,4.07,4.59,140.0,3.0
ГОЦЕ ДЕЛЧЕВ,ПГ по мхан. на селското стоп.,4.17,5.548,52.0,51.0,3.8,5.437,35.0,35.0,2.52,4.32,37.0,34.0,3.25,2.68,78.0,4.0,3.23,4.06,34.0,2.0
ГОЦЕ ДЕЛЧЕВ,ПМГ Яне Сандански,4.92,5.036,116.0,116.0,4.55,4.542,131.0,140.0,4.48,4.273,127.0,127.0,4.75,4.98,107.0,107.0,5.06,5.18,143.0,143.0
ДИМИТРОВГРАД,Профилирана ЕГ Д-р Иван Богоров,4.46,4.215,65.0,66.0,4.03,3.86,66.0,68.0,4.22,4.351,76.0,76.0,4.44,4.85,54.0,54.0,4.54,4.78,72.0,71.0
ДИМИТРОВГРАД,ПГ Проф. д-р Асен Златаров,3.26,3.145,22.0,22.0,2.9,4.18,31.0,35.0,2.61,3.645,33.0,20.0,3.33,3.29,31.0,17.0,3.33,3.37,43.0,16.0
ДИМИТРОВГРАД,ПМГ със ЗИЧЕ Иван Вазов,4.69,4.675,88.0,90.0,4.32,4.349,95.0,95.0,4.2,4.079,94.0,94.0,4.64,4.93,68.0,68.0,4.98,5.1,70.0,70.0
ДИМИТРОВГРАД,СУ Любен Каравелов,3.63,3.384,44.0,40.0,3.06,3.325,50.0,45.0,2.77,2.636,30.0,21.0,3.3,3.69,50.0,48.0,3.48,3.66,48.0,48.0
ДУПНИЦА,ПГ по облекло и стоп. упр.,3.46,4.444,48.0,44.0,3.08,4.82,41.0,37.0,2.93,3.91,28.0,27.0,3.36,3.57,38.0,34.0,3.67,3.88,48.0,49.0
ДУПНИЦА,ПГ по транспорт,3.75,4.093,5.0,8.0,2.37,3.82,8.0,7.0,2.38,3.68,9.0,6.0,3.13,3.32,11.0,4.0,2.74,2.99,13.0,13.0
ДУПНИЦА,ПГ по хранително-вкусови технологии,3.98,5.329,41.0,41.0,2.68,4.408,46.0,47.0,2.92,4.35,26.0,25.0,3.67,3.82,37.0,24.0,3.59,3.86,40.0,23.0
ДУПНИЦА,ПГ Акад. Сергей П. Корольов,3.37,4.515,53.0,40.0,2.77,4.248,56.0,46.0,3.05,4.166,23.0,23.0,3.34,3.59,58.0,43.0,3.48,3.49,50.0,43.0
