Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
ЕТРОПОЛЕ,ОУ Г Бенковски,,,,,,,,,,,,,9.0,22,9.0,"24,33",10.0,"13,90",9.0,"32,14",6.0,"46,67",4.0,"31,13"
ЧАВДАР,Основно училище Св Св Кирил и Методий,12.0,45.29,10.0,31.95,7.0,53.43,7.0,30.64,8.0,"59,25",8.0,"45,69",8.0,"61,75",8.0,"36,69",12.0,"47,63",12.0,"27,04",4.0,"18,25",4.0,"16,56"
КОСТЕНЕЦ,Основно училище Св св Кирил и Методий,30.0,64.03,30.0,34.2,28.0,53.21,28.0,23.23,26.0,"53,27",26.0,"29,22",48.0,"59,18",48.0,"32,65",25.0,"48,06",25.0,"32,20",31.0,"54,37",31.0,"35,4"
КОСТЕНЕЦ,Основно училище Христо Смирненски,6.0,58.92,6.0,71.96,9.0,61.78,9.0,68.5,8.0,"62,63",8.0,"52,41",7.0,"48,71",7.0,"43,14",4.0,"57,25",4.0,"43,88",10.0,"54,55",10.0,"35,27"
САМОКОВ,Основно училище Васил Левски,7.0,25.79,7.0,24.57,10.0,20.7,10.0,18.5,5.0,"20,5",4.0,8,7.0,"21,71",7.0,"11,14",5.0,"23,10",6.0,"35,67",6.0,"29,25",6.0,"10,75"
КОСТИНБРОД,СУ Д-р Петър Берон,65.0,57.78,65.0,39.34,76.0,54.96,76.0,32.66,67.0,"62,29",67.0,"39,94",82.0,"59,45",82.0,"35,93",77.0,"57,42",77.0,"38,66",76.0,"58,12",75.0,"34,11"
ЕЛИН ПЕЛИН,Основно училище Свети Свети Кирил и Методий,,,,,7.0,29.21,7.0,13.39,6.0,"23,58",6.0,"13,17",6.0,"23,58",6.0,"16,5",4.0,"25,63",4.0,"16,00",3.0,36,3.0,"14,5"
ЕЛИН ПЕЛИН,Основно училище Христо Ботев,4.0,45.5,4.0,17.0,8.0,44.56,8.0,18.53,13.0,"36,19",13.0,"15,58",11.0,"42,5",11.0,"20,07",11.0,"34,36",11.0,"17,98",11.0,"22,64",9.0,"12,03"
БОТЕВГРАД,Основно училище Васил Левски,11.0,19.77,11.0,24.91,6.0,7.92,6.0,21.33,10.0,"10,3",9.0,"11,56",10.0,"25,85",10.0,"35,75",9.0,"7,89",8.0,"16,50",14.0,"22,04",15.0,"28,3"
ПРАВЕЦ,Основно училище Васил Левски,49.0,47.88,50.0,39.55,54.0,54.2,54.0,26.8,42.0,"51,87",42.0,"30,49",50.0,"49,38",50.0,"34,27",55.0,"54,25",56.0,"35,81",30.0,"45,48",30.0,"19,84"
ПРАВЕЦ,Основно училище Христо Ботев,5.0,9.7,5.0,21.8,3.0,9.33,3.0,16.67,7.0,"22,36",6.0,"34,83",,,,,,,,,,,,
СВОГЕ,Основно училище Д-р Петър Берон,25.0,40.12,25.0,26.96,11.0,47.77,11.0,22.52,11.0,"44,36",11.0,"27,34",9.0,"37,39",9.0,"21,83",14.0,"54,68",14.0,"35,77",7.0,"50,71",7.0,"26,21"
СВОГЕ,Основно училище Елин Пелин,3.0,56.67,3.0,45.75,5.0,37.0,5.0,18.65,5.0,"64,9",5.0,"19,1",1.0,"56,5",1.0,"83,25",6.0,"50,42",6.0,"44,50",1.0,"65,5",1.0,"16,25"
СВОГЕ,Основно училище Св св Кирил и Методий,2.0,61.0,2.0,26.5,7.0,55.64,7.0,24.25,1.0,52,1.0,"28,75",,,,,,,,,7.0,"54,07",7.0,"33,84"
СТАРА ЗАГОРА,СУ Железник,76.0,61.03,76.0,35.33,69.0,59.78,69.0,36.61,97.0,"58,2",96.0,"30,54",77.0,"61,16",77.0,"32,88",70.0,"56,64",70.0,"37,84",67.0,"56,87",67.0,"24,87"
СТАРА ЗАГОРА,Профилирана ПМГ Гео Милев,53.0,86.9,53.0,94.94,54.0,87.94,54.0,86.0,56.0,"87,15",56.0,"89,98",54.0,"85,08",54.0,"85,59",54.0,"81,60",54.0,"81,82",58.0,"89,45",58.0,"79,62"
СТАРА ЗАГОРА,СУ Васил Левски,80.0,63.0,80.0,45.17,94.0,64.76,94.0,42.98,79.0,"67,85",79.0,"36,59",93.0,"59,37",93.0,"33,1",122.0,"59,45",122.0,"39,13",92.0,"71,87",92.0,"41,39"
СТАРА ЗАГОРА,СУ Христо Смирненски,33.0,15.29,32.0,21.66,34.0,11.4,33.0,10.06,36.0,"15,15",38.0,"13,61",35.0,"17,29",34.0,"13,25",35.0,"13,40",38.0,"14,03",39.0,"15,29",37.0,"12,25"
СТАРА ЗАГОРА,СУ Максим Горки,54.0,64.79,54.0,47.82,47.0,66.94,47.0,43.06,53.0,"65,06",53.0,"43,79",71.0,"70,26",71.0,"47,74",41.0,"66,37",41.0,"42,49",50.0,"77,57",50.0,"51,14"
СТАРА ЗАГОРА,СУ Иван Вазов,111.0,57.6,111.0,43.22,129.0,57.74,129.0,34.86,118.0,"54,26",118.0,"29,32",70.0,"56,99",70.0,"34,64",71.0,"55,57",70.0,"34,95",75.0,"59,79",74.0,"29,73"
СТАРА ЗАГОРА,Спортно училище Тодор Каблешков,22.0,36.57,22.0,23.33,32.0,36.92,30.0,22.57,26.0,"42,1",24.0,"19,24",25.0,"37,62",25.0,"21,99",29.0,"33,91",30.0,"20,40",40.0,"36,53",40.0,"18,1"
СТАРА ЗАГОРА,Основно училище Георги Райчев,56.0,42.04,55.0,35.52,28.0,43.5,28.0,30.3,20.0,"26,28",20.0,"14,14",16.0,"33,38",16.0,"13,72",16.0,"42,34",17.0,"19,81",27.0,"35,61",27.0,"19,69"
СТАРА ЗАГОРА,І ОУ Георги Бакалов СЗ,,,,,,,,,,,,,15.0,"19,37",14.0,"12,36",16.0,"14,97",18.0,"13,17",12.0,"21,5",11.0,"11,32"
СТАРА ЗАГОРА,Второ основно училище П Р Славейков,109.0,75.59,109.0,65.07,115.0,72.48,115.0,51.87,122.0,"72,05",122.0,54,130.0,"74,72",130.0,"60,88",137.0,"71,69",137.0,"55,15",112.0,"79,73",113.0,"51,64"
СТАРА ЗАГОРА,Основно училише Кольо Ганчев,32.0,54.81,31.0,34.16,,,,,,,,,,,,,,,,,,,,
СТАРА ЗАГОРА,Основно училище КИРИЛ ХРИСТОВ,133.0,65.36,133.0,54.36,138.0,71.89,138.0,49.06,115.0,"68,44",115.0,"48,21",140.0,"64,83",140.0,"48,43",105.0,"64,65",105.0,"46,71",107.0,"69,75",107.0,"47,5"
СТАРА ЗАГОРА,Пето основно училище Митьо Станев,144.0,63.79,144.0,49.25,137.0,70.41,137.0,50.42,171.0,"66,95",171.0,"43,74",160.0,"68,83",160.0,"44,75",139.0,"67,85",139.0,"49,56",142.0,"70,42",143.0,"45,23"
СТАРА ЗАГОРА,Основно училище Самара,22.0,39.0,21.0,25.07,21.0,34.83,21.0,14.58,20.0,"31,88",20.0,"16,08",17.0,"44,53",17.0,"28,68",23.0,"40,09",23.0,"26,35",19.0,"38,24",18.0,"15,5"
СТАРА ЗАГОРА,IX ОУ Веселин Ханчев,71.0,57.98,71.0,42.88,69.0,56.78,70.0,29.51,76.0,"58,86",76.0,"35,79",73.0,"59,98",73.0,"38,1",51.0,"57,54",51.0,"34,00",43.0,"57,03",43.0,"29,06"
СТАРА ЗАГОРА,Единадесето основно училище Николай Лилиев,45.0,56.57,45.0,40.13,44.0,49.42,44.0,27.07,38.0,"50,09",38.0,"25,59",25.0,"48,3",25.0,"25,65",26.0,"41,83",26.0,"23,45",33.0,"44,26",32.0,"19,83"
СТАРА ЗАГОРА,Дванадесето основно училище Стефан Караджа,24.0,8.54,21.0,16.71,19.0,10.45,24.0,8.17,22.0,"11,5",21.0,"11,58",27.0,"11,17",32.0,"10,56",24.0,"7,19",30.0,"11,41",45.0,"7,26",44.0,"9,98"
СТАРА ЗАГОРА,Тринадесето основно училище Свети Паисий Хилендарски,52.0,50.72,52.0,40.3,67.0,56.64,67.0,30.22,37.0,"62,2",37.0,"37,73",26.0,"51,44",26.0,"26,38",22.0,"42,39",22.0,"20,39",26.0,"53,35",26.0,"20,99"
СТАРА ЗАГОРА,Основно училище Христо Ботев,16.0,20.44,16.0,18.34,16.0,28.34,14.0,16.86,15.0,"14,23",15.0,"11,82",15.0,"25,1",14.0,"18,11",19.0,"13,87",20.0,"12,06",16.0,"15,84",16.0,"11,56"
СТАРА ЗАГОРА,Основно училище Христо Ботев,7.0,22.43,9.0,24.89,8.0,19.94,9.0,15.11,7.0,"23,57",6.0,"20,67",9.0,"12,94",9.0,"16,44",6.0,"13,17",6.0,"16,00",7.0,"11,43",7.0,"16,88"
СТАРА ЗАГОРА,Основно училище Иван Мирчев,13.0,21.12,13.0,18.77,10.0,10.9,10.0,13.6,9.0,"15,17",9.0,"11,44",16.0,"28,97",16.0,"18,77",11.0,"20,50",11.0,"14,68",10.0,"10,8",11.0,"12,18"
СТАРА ЗАГОРА,Основно училище Христо Ботев,10.0,8.95,10.0,13.2,8.0,28.38,8.0,12.56,5.0,"15,3",5.0,14,8.0,"15,31",8.0,"14,66",7.0,"11,79",7.0,"11,64",5.0,"22,5",4.0,"16,63"
СТАРА ЗАГОРА,Основно училище Отец Паисий,10.0,23.6,10.0,33.3,12.0,23.88,12.0,22.33,9.0,"31,78",8.0,"10,25",12.0,"26,71",12.0,"20,5",13.0,"8,27",14.0,"10,21",10.0,"13,05",11.0,"13,91"
СТАРА ЗАГОРА,Основно училище Бойчо Русев,10.0,23.7,10.0,14.7,11.0,23.14,11.0,12.23,13.0,"25,42",13.0,"11,58",11.0,"21,09",11.0,"15,75",13.0,"33,69",13.0,"14,90",9.0,"35,22",9.0,"15,44"
СТАРА ЗАГОРА,Основно училище Свети свети Кирил и Методий,19.0,16.24,17.0,29.43,8.0,8.13,7.0,14.14,16.0,"11,34",15.0,"16,93",13.0,"17,5",11.0,"15,05",15.0,"9,10",15.0,"16,20",18.0,"13,94",19.0,"11,84"
СТАРА ЗАГОРА,Основно училище Христо Ботев,9.0,9.33,9.0,17.89,7.0,25.64,7.0,12.32,8.0,"29,63",8.0,"11,75",8.0,"23,13",8.0,"18,16",9.0,"8,11",9.0,"12,11",16.0,"13,69",16.0,"11,94"
СТАРА ЗАГОРА,Частно СУ Нов век,2.0,70.25,2.0,40.75,5.0,38.2,5.0,14.1,7.0,"53,64",7.0,"31,89",5.0,"67,3",5.0,"43,3",7.0,"35,71",7.0,"26,93",12.0,"58,08",12.0,"31,73"
СТАРА ЗАГОРА,Частно основно училище Елин Пелин,18.0,65.97,18.0,58.24,23.0,68.26,23.0,50.74,16.0,"59,97",16.0,"46,41",18.0,"68,47",18.0,"61,04",19.0,"66,08",19.0,"44,63",24.0,"76,98",24.0,"59,07"
СТАРА ЗАГОРА,СУ Христо Ботев,16.0,24.53,16.0,17.5,16.0,17.41,16.0,13.97,18.0,"10,89",19.0,"12,05",20.0,"15,9",19.0,"14,42",15.0,"19,67",16.0,"13,16",,,,
КАЗАНЛЪК,Профилирана природо-математическа гимназия Никола Обрешков,53.0,69.8,53.0,71.98,53.0,75.93,53.0,68.2,51.0,"78,95",51.0,"67,47",51.0,"74,49",51.0,"74,67",56.0,"77,72",56.0,"70,25",53.0,"80,94",53.0,"69,47"
КАЗАНЛЪК,СУ Екзарх Антим I,74.0,55.39,74.0,35.89,83.0,55.59,84.0,29.38,84.0,"57,93",84.0,"31,43",76.0,"56,07",76.0,"39,19",105.0,"51,42",105.0,"35,75",94.0,"57,79",93.0,"35,81"
КАЗАНЛЪК,Основно училище Кулата,47.0,55.73,47.0,36.69,52.0,56.73,52.0,32.22,38.0,"55,51",37.0,"33,84",46.0,"48,51",46.0,"30,23",40.0,"48,73",39.0,"29,54",48.0,"61,64",48.0,"27,67"
КАЗАНЛЪК,Основно училище Георги Кирков,51.0,57.39,51.0,37.57,52.0,66.24,52.0,28.27,63.0,"56,56",63.0,"26,47",46.0,"59,09",46.0,"30,64",51.0,"56,35",51.0,"30,27",60.0,"60,83",60.0,"25,33"
КАЗАНЛЪК,Основно училище Свети Паисий Хилендарски,54.0,52.06,54.0,34.19,42.0,47.86,42.0,24.74,46.0,"43,88",46.0,"22,84",40.0,"48,76",40.0,"28,07",43.0,"52,49",43.0,"30,23",49.0,"54,59",49.0,"25,71"
КАЗАНЛЪК,ОСНОВНО УЧИЛИЩЕ МАТИ БОЛГАРИЯ,75.0,54.95,75.0,33.47,103.0,53.84,104.0,28.84,79.0,"54,44",79.0,"29,22",80.0,"59,26",80.0,"35,53",74.0,"61,51",74.0,"40,32",84.0,"64,57",84.0,"32,73"
КАЗАНЛЪК,Основно училище Чудомир,32.0,40.22,30.0,26.13,34.0,33.26,34.0,17.44,40.0,"45,23",38.0,"20,18",44.0,"51,81",45.0,"25,36",53.0,"35,98",52.0,"18,54",38.0,"35,21",37.0,"15,08"
КАЗАНЛЪК,Основно училище Никола Йонков Вапцаров,73.0,54.36,73.0,40.41,72.0,59.99,72.0,41.11,70.0,"58,96",70.0,"30,93",79.0,"61,93",79.0,"40,05",84.0,"52,95",85.0,"34,39",52.0,"57,9",52.0,"32,13"
КАЗАНЛЪК,Основно училище Антон Страшимиров,33.0,19.68,31.0,41.19,44.0,13.66,47.0,22.47,31.0,"12,1",32.0,"21,03",36.0,"12,92",37.0,"19,35",41.0,"12,27",38.0,"16,05",36.0,"18,89",37.0,"18,57"
КАЗАНЛЪК,Основно училище Васил Левски,7.0,24.86,7.0,16.29,1.0,8.5,1.0,6.0,7.0,"12,29",7.0,"14,14",3.0,"19,33",3.0,13,6.0,"22,50",6.0,"14,71",5.0,"26,2",5.0,"10,6"
КАЗАНЛЪК,Основно училище Свети Климент Охридски,9.0,12.44,9.0,20.0,11.0,16.59,11.0,11.75,9.0,9,9.0,"15,69",10.0,"15,45",10.0,"12,9",12.0,"10,71",12.0,"14,92",6.0,"18,42",7.0,"11,71"
КАЗАНЛЪК,Основно училище Христо Ботев,12.0,49.5,12.0,32.67,12.0,60.54,12.0,38.1,8.0,"39,19",8.0,"17,16",24.0,"55,19",24.0,"35,47",16.0,"31,84",16.0,"18,80",14.0,"55,64",14.0,"24,55"
КАЗАНЛЪК,Основно училище Кирил и Методий,5.0,19.9,5.0,19.4,8.0,30.88,8.0,19.63,6.0,"14,58",5.0,"12,2",6.0,"23,83",6.0,"18,13",11.0,"30,86",11.0,"22,70",12.0,"23,04",12.0,"16,38"
КАЗАНЛЪК,Основно училище Свети Климент Охридски,5.0,25.9,5.0,19.4,6.0,16.42,6.0,15.33,8.0,"12,13",8.0,"10,88",15.0,"36,53",14.0,"22,38",10.0,"11,50",9.0,"16,42",8.0,"24,06",8.0,"11,88"
КАЗАНЛЪК,Основно училище Свети Свети Кирил и Методий,9.0,12.89,8.0,17.66,6.0,10.58,6.0,21.29,10.0,"11,25",10.0,"8,9",9.0,"10,22",9.0,"13,22",9.0,"11,94",9.0,"15,83",8.0,"14,44",7.0,"9,86"
КАЗАНЛЪК,Основно училище Д-р Петър Берон,4.0,55.13,4.0,42.56,7.0,41.86,7.0,29.0,11.0,"56,64",11.0,"24,57",14.0,"53,82",14.0,"22,11",10.0,"33,70",8.0,"24,09",9.0,"44,89",9.0,"16,67"
КАЗАНЛЪК,ОУ Свети Свети Кирил и Методий,9.0,20.33,7.0,15.29,14.0,9.18,14.0,11.0,12.0,"20,04",10.0,"10,2",11.0,"15,14",11.0,"13,98",11.0,"14,64",12.0,"9,85",14.0,"21,36",13.0,"13,54"
КАЗАНЛЪК,Основно училище Свети Паисий Хилендарски,10.0,23.15,9.0,15.56,11.0,17.95,11.0,14.14,7.0,"8,29",6.0,"11,83",10.0,"18,25",9.0,"10,11",10.0,"12,60",9.0,"15,44",7.0,"20,93",7.0,13
КАЗАНЛЪК,Основно училище Д-р Петър Берон,8.0,21.5,8.0,18.5,8.0,14.13,7.0,14.82,2.0,"17,75",2.0,12,7.0,"12,5",6.0,15,6.0,"16,75",6.0,"13,17",11.0,"9,64",10.0,"14,18"
КАЗАНЛЪК,Основно училище Свети свети Кирил и Методий,3.0,32.83,2.0,17.63,8.0,32.81,8.0,13.13,6.0,"25,92",6.0,"13,38",5.0,"43,8",5.0,"20,6",7.0,"30,21",7.0,"14,57",4.0,"13,75",4.0,"10,75"
ОПАН,СУ Христо Ботев,7.0,29.43,7.0,18.11,11.0,21.64,11.0,13.45,7.0,"17,79",8.0,"13,25",14.0,"20,64",14.0,"14,29",17.0,"14,82",18.0,"13,49",18.0,"21,42",18.0,"12,47"
РАДНЕВО,СУ Гео Милев,60.0,45.53,61.0,24.07,77.0,48.24,77.0,23.8,72.0,"49,19",72.0,"27,08",58.0,"46,75",58.0,"26,41",66.0,"41,92",66.0,"23,57",56.0,"52,11",56.0,"19,64"
РАДНЕВО,Първо основно училище Свети Климент Охридски,8.0,25.56,8.0,30.63,10.0,25.6,10.0,24.85,18.0,"23,31",19.0,"18,26",12.0,"14,42",11.0,"16,27",10.0,"28,20",10.0,"18,40",11.0,20,12.0,"19,58"
РАДНЕВО,Второ основно училище Свети Паисий Хилендарски,47.0,51.46,47.0,33.57,40.0,58.81,39.0,32.18,41.0,"52,45",41.0,"30,21",42.0,"38,42",42.0,"24,04",55.0,"29,93",56.0,"19,53",42.0,"41,4",42.0,"24,15"
РАДНЕВО,Основно училище Поп Минчо,9.0,32.83,9.0,25.17,8.0,32.31,7.0,26.39,13.0,"26,81",13.0,"13,96",9.0,"29,94",9.0,"21,11",9.0,"28,94",9.0,"17,39",10.0,"31,15",10.0,"11,5"
РАДНЕВО,Основно училище Свети свети Кирил и Методий,5.0,22.2,5.0,13.8,15.0,42.33,15.0,24.0,10.0,"30,5",10.0,"11,9",6.0,"14,92",7.0,15,9.0,"19,67",10.0,"13,20",7.0,"16,93",7.0,"18,75"
ЧИРПАН,СУ Пейо Крачолов Яворов,71.0,48.32,71.0,32.21,76.0,50.34,76.0,31.49,85.0,"53,49",85.0,"29,39",83.0,"55,12",83.0,"33,79",76.0,"48,52",76.0,"28,01",66.0,"52,42",66.0,"29,54"
ЧИРПАН,Основно училище Васил Левски,28.0,38.27,27.0,38.28,25.0,44.22,25.0,32.97,32.0,"27,75",32.0,"21,36",35.0,"39,97",35.0,"28,16",16.0,"37,34",16.0,"30,91",24.0,"48,15",24.0,"37,86"
ЧИРПАН,Основно училище Свети свети Кирил и Методий,37.0,14.53,33.0,41.64,49.0,20.85,46.0,31.61,37.0,"25,03",35.0,"31,17",52.0,"21,72",54.0,"25,37",61.0,"8,84",62.0,"15,00",35.0,"22,23",38.0,"33,07"
ЧИРПАН,Основно училище Васил Левски,10.0,37.7,10.0,43.13,5.0,26.7,4.0,31.75,4.0,31,4.0,"26,5",7.0,20,7.0,"27,43",6.0,"19,25",6.0,"32,17",5.0,"11,8",5.0,"34,7"
ЧИРПАН,Основно училище Отец Паисий,12.0,37.5,12.0,31.83,6.0,35.83,6.0,31.75,5.0,"23,6",6.0,21,4.0,"25,13",4.0,"26,88",8.0,"18,44",8.0,"19,16",8.0,"42,13",8.0,"24,28"
ЧИРПАН,Основно училище Кирил и Методий,13.0,23.69,13.0,27.79,16.0,22.91,16.0,25.75,18.0,"27,06",17.0,"10,29",15.0,"26,43",15.0,"23,87",17.0,"17,24",17.0,"14,53",18.0,"22,17",17.0,"22,59"
БРАТЯ ДАСКАЛОВИ,СУ Христо Ботев,5.0,22.0,5.0,15.0,6.0,26.5,6.0,12.5,5.0,"32,2",5.0,"30,45",4.0,"21,38",4.0,"15,5",6.0,"41,25",6.0,"20,13",10.0,"46,85",10.0,"22,65"
БРАТЯ ДАСКАЛОВИ,Основно училище Пейо Крачолов Яворов,7.0,31.36,7.0,24.54,4.0,23.63,4.0,15.31,2.0,"37,25",2.0,"24,75",8.0,"17,38",8.0,"17,78",7.0,"11,86",7.0,"16,32",2.0,14,2.0,"10,5"
БРАТЯ ДАСКАЛОВИ,Основно училище Д-р Петър Берон,3.0,19.67,2.0,21.5,5.0,16.8,5.0,10.0,4.0,"18,75",4.0,17,2.0,"13,5",2.0,6,5.0,"17,40",5.0,"24,20",4.0,"26,75",4.0,"20,5"
БРАТЯ ДАСКАЛОВИ,Основно училище Христо Ботев,14.0,18.82,14.0,20.09,11.0,14.91,11.0,14.91,12.0,"18,46",12.0,"14,33",12.0,"23,21",12.0,"22,02",19.0,"6,26",19.0,"8,53",16.0,"25,31",16.0,25
БРАТЯ ДАСКАЛОВИ,Основно училище Георги Сава Раковски,5.0,13.2,5.0,18.8,2.0,7.0,4.0,22.0,4.0,"8,5",6.0,"9,67",7.0,"12,5",7.0,"14,14",4.0,"14,13",5.0,"15,00",11.0,"24,77",10.0,14
БРАТЯ ДАСКАЛОВИ,Основно училище Свети свети Кирил и Методий,13.0,32.35,13.0,28.56,11.0,10.86,11.0,13.18,13.0,"14,96",12.0,"14,75",19.0,"15,42",18.0,"12,5",16.0,"10,03",16.0,"12,13",16.0,"28,78",16.0,"28,77"
СТАРА ЗАГОРА,Шесто основно училище Свети Никола,140.0,73.8,140.0,56.04,140.0,73.23,140.0,49.33,122.0,"70,57",122.0,"51,59",111.0,"70,29",111.0,"51,61",136.0,"69,83",136.0,"55,63",105.0,"74,82",105.0,"43,93"
ГЪЛЪБОВО,СУ Васил Левски,43.0,34.51,43.0,22.36,34.0,43.87,34.0,26.2,47.0,"36,55",47.0,"20,24",42.0,"36,8",41.0,"22,6",46.0,"29,76",47.0,"19,32",29.0,"35,5",29.0,"20,57"
ГЪЛЪБОВО,Първо основно училище Свети Паисий Хилендарски,18.0,20.11,20.0,38.95,13.0,19.73,13.0,27.5,24.0,"16,63",21.0,"21,48",19.0,"31,16",19.0,"30,74",18.0,"21,14",18.0,"15,68",17.0,"17,76",16.0,"23,42"
ГЪЛЪБОВО,Второ основно училище Христо Ботев,21.0,53.67,23.0,35.25,39.0,40.67,39.0,30.08,39.0,"34,35",39.0,"19,62",35.0,"38,49",35.0,"22,89",30.0,"35,93",30.0,"29,65",36.0,"45,72",36.0,"22,44"
ГЪЛЪБОВО,Основно училище Свети Свети Кирил и Методий,7.0,30.93,7.0,26.89,5.0,45.7,5.0,29.0,1.0,53,1.0,"42,25",4.0,"36,5",4.0,"22,44",11.0,"28,23",11.0,"45,00",3.0,"55,17",3.0,"38,44"
МЪГЛИЖ,Основно училище Христо Ботев,21.0,31.4,22.0,17.38,25.0,30.22,24.0,14.17,30.0,"29,25",31.0,"26,54",35.0,"29,97",35.0,"26,25",31.0,"21,95",32.0,"20,05",32.0,"39,72",32.0,"26,13"
МЪГЛИЖ,Основно училище Свети свети Кирил и Методий,25.0,23.08,25.0,18.08,21.0,19.48,20.0,13.6,21.0,"22,36",21.0,"10,26",24.0,"20,44",24.0,"13,95",20.0,"12,43",20.0,"11,35",18.0,"24,19",18.0,"22,54"
МЪГЛИЖ,Основно училище Св св Кирил и Методий,7.0,47.0,8.0,33.63,8.0,12.88,6.0,12.75,7.0,"25,14",7.0,"8,57",13.0,"14,12",13.0,"13,25",12.0,"15,17",12.0,"12,67",18.0,"25,89",16.0,"16,39"
МЪГЛИЖ,Основно училище Христо Смирненски,10.0,22.05,9.0,19.78,10.0,32.55,10.0,21.3,13.0,"28,58",13.0,"24,92",12.0,"17,04",12.0,"19,69",8.0,"15,56",12.0,"12,54",19.0,"14,47",19.0,"14,76"
МЪГЛИЖ,Основно училище Христо Ботев,16.0,35.47,16.0,23.11,12.0,33.46,12.0,20.85,9.0,"35,67",9.0,"17,5",12.0,"19,67",11.0,"14,43",17.0,"19,50",17.0,"15,26",14.0,"35,61",14.0,"29,71"
ГУРКОВО,СУ Христо Смирненски,31.0,27.39,31.0,24.36,26.0,36.08,27.0,21.73,35.0,"26,33",35.0,"18,3",48.0,"27,01",47.0,"19,75",41.0,"21,54",40.0,"14,91",28.0,"29,16",28.0,"13,63"
ГУРКОВО,Основно училище Св Св Кирил и Методий,10.0,13.9,10.0,22.43,5.0,21.5,4.0,18.75,5.0,27,5.0,"21,2",10.0,"6,3",9.0,"7,39",11.0,"8,45",12.0,"10,00",10.0,"6,65",10.0,12
НИКОЛАЕВО,Основно училище Свети свети Кирил и Методий,36.0,23.6,35.0,28.96,49.0,26.89,51.0,19.17,45.0,"24,19",43.0,"20,58",45.0,"17,99",42.0,"22,95",68.0,"11,76",70.0,"12,63",57.0,"11,48",55.0,"12,74"
ПАВЕЛ БАНЯ,СУ Христо Ботев,29.0,46.91,29.0,29.17,22.0,46.16,25.0,24.6,39.0,"39,5",39.0,"19,44",34.0,"32,32",34.0,"22,89",38.0,"29,36",36.0,"21,32",41.0,"44,96",40.0,"27,56"
ПАВЕЛ БАНЯ,Основно училище Христо Ботев,17.0,17.29,17.0,19.97,10.0,16.7,10.0,16.8,12.0,"15,25",12.0,"12,58",18.0,"18,97",18.0,"13,74",8.0,"16,81",8.0,"15,44",9.0,"19,11",10.0,"11,85"
ПАВЕЛ БАНЯ,Основно училище Никола Йонков Вапцаров,7.0,17.79,7.0,25.61,10.0,16.85,10.0,13.3,14.0,"23,82",14.0,"13,18",11.0,"24,5",11.0,"17,64",15.0,"23,83",15.0,"21,77",10.0,"25,85",10.0,"29,98"
ПАВЕЛ БАНЯ,Основно училище Васил Левски,7.0,13.14,7.0,20.0,10.0,17.6,10.0,12.0,10.0,"18,95",10.0,"11,3",11.0,"10,36",11.0,"10,27",12.0,"10,92",12.0,"10,92",12.0,"16,96",12.0,"14,67"
ПАВЕЛ БАНЯ,Основно училище Георги Бенковски,5.0,17.3,5.0,18.3,4.0,12.75,4.0,7.25,5.0,"30,3",5.0,"13,4",6.0,"9,08",6.0,"15,5",3.0,"20,17",3.0,"16,92",4.0,"30,75",4.0,"13,75"
ПАВЕЛ БАНЯ,Основно училище Христо Ботев,7.0,23.07,7.0,22.29,9.0,33.0,9.0,18.56,6.0,"20,5",6.0,"9,5",7.0,23,7.0,"17,46",4.0,"25,63",4.0,"15,75",15.0,"39,6",15.0,"19,31"
ПАВЕЛ БАНЯ,Основно училище Генерал Скобелев,13.0,18.46,13.0,21.83,7.0,12.71,7.0,19.07,13.0,"31,27",13.0,"40,13",11.0,"15,23",11.0,"17,52",11.0,"27,00",13.0,"20,33",12.0,"18,75",12.0,"20,31"
ПАВЕЛ БАНЯ,Основно училище Просвета,5.0,6.4,4.0,18.5,5.0,20.8,5.0,13.4,6.0,"7,83",6.0,"11,33",7.0,"9,36",8.0,"13,63",9.0,"7,22",8.0,"14,13",11.0,"30,82",11.0,"29,05"
ПАВЕЛ БАНЯ,Основно училище Свети Паисий Хилендарски,7.0,24.71,7.0,43.43,8.0,11.13,6.0,10.67,10.0,"11,2",10.0,"21,7",9.0,"10,33",9.0,"20,89",5.0,"18,40",5.0,"11,00",8.0,"20,13",8.0,30
ТЪРГОВИЩЕ,Първо основно училище Христо Ботев,94.0,62.51,94.0,45.75,73.0,61.66,73.0,42.21,83.0,"58,63",83.0,"28,76",91.0,"59,25",91.0,"39,14",66.0,"56,48",66.0,"39,09",72.0,"58,02",71.0,"33,38"
ТЪРГОВИЩЕ,Второ основно училище Никола Йонков Вапцаров,,,,,9.0,18.11,8.0,14.63,10.0,"15,95",11.0,"15,6",8.0,"11,88",8.0,13,5.0,"7,00",3.0,"7,33",9.0,"7,33",8.0,"16,75"
