Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
ТЪРГОВИЩЕ,Трето основно училище Петко Рачов Славейков,17.0,24.88,16.0,39.8,35.0,18.99,35.0,25.24,30.0,"18,65",31.0,"9,14",27.0,"36,2",27.0,"22,96",30.0,"35,48",30.0,"30,05",28.0,"23,25",28.0,"32,86"
ТЪРГОВИЩЕ,Четвърто основно училище Иван Вазов,34.0,44.97,34.0,36.83,36.0,35.78,36.0,33.78,31.0,"46,1",31.0,"37,91",29.0,"36,59",29.0,"45,16",35.0,"35,31",35.0,"37,49",29.0,"48,97",29.0,"32,36"
ТЪРГОВИЩЕ,Основно училище Христо Ботев,8.0,34.38,8.0,61.5,8.0,24.0,8.0,32.38,7.0,"15,86",7.0,29,7.0,"17,79",7.0,"27,71",14.0,"20,25",14.0,"43,43",18.0,"20,14",18.0,"29,78"
ТЪРГОВИЩЕ,Основно училище Георги Стойков Раковски,7.0,41.5,7.0,51.11,9.0,18.33,8.0,41.38,11.0,"17,73",11.0,20,9.0,"27,61",9.0,"27,39",12.0,"15,75",11.0,"19,09",13.0,"21,42",13.0,"29,35"
ТЪРГОВИЩЕ,Основно училище Св Св Кирил и Методий,1.0,49.0,1.0,31.0,2.0,30.25,2.0,12.75,7.0,"29,43",7.0,"14,21",2.0,12,2.0,"19,5",6.0,"23,58",6.0,"14,04",4.0,"13,38",4.0,13
ТЪРГОВИЩЕ,Основно училище Свети свети Кирил и Методий,8.0,29.5,9.0,39.11,12.0,28.71,12.0,32.25,8.0,"33,31",7.0,"27,64",11.0,"41,68",11.0,"37,14",14.0,"26,79",13.0,"27,62",9.0,"31,5",9.0,"24,22"
ТЪРГОВИЩЕ,Основно училище Христо Ботев,5.0,32.3,5.0,52.9,6.0,34.0,6.0,30.08,4.0,"25,25",4.0,"17,25",7.0,"21,79",7.0,"10,29",12.0,"8,63",11.0,"29,27",13.0,"39,5",13.0,"25,15"
ТЪРГОВИЩЕ,ОУ Христо Ботев,2.0,37.0,2.0,13.5,4.0,45.5,4.0,23.25,5.0,54,5.0,"34,3",5.0,"53,9",5.0,"32,35",6.0,"45,83",7.0,"34,50",13.0,"28,62",12.0,"7,06"
ТЪРГОВИЩЕ,Основно училище Паисий Хилендарски,4.0,41.13,4.0,30.75,16.0,39.44,16.0,26.27,6.0,"26,17",6.0,"29,67",12.0,"55,54",12.0,"23,23",8.0,"56,94",8.0,"37,59",10.0,"40,95",10.0,"28,1"
ТЪРГОВИЩЕ,Основно училище Отец Паисий,7.0,38.29,7.0,49.29,7.0,18.57,7.0,20.86,9.0,"20,22",9.0,"16,44",7.0,"19,14",7.0,"22,43",6.0,"19,50",6.0,"30,00",8.0,"25,44",8.0,"26,5"
АНТОНОВО,СУ Свети Свети Кирил и Методий,12.0,39.67,12.0,62.42,18.0,36.11,18.0,46.39,19.0,"39,61",19.0,"41,61",16.0,"31,41",15.0,"42,1",16.0,"41,19",16.0,"36,98",23.0,"27,02",23.0,"40,98"
ТЪРГОВИЩЕ,Спортно училище Никола Симов,24.0,34.63,24.0,33.26,19.0,32.0,19.0,29.82,13.0,"41,12",13.0,32,13.0,"29,62",13.0,"29,54",14.0,"21,25",15.0,"34,90",21.0,"44,81",22.0,"21,64"
ТЪРГОВИЩЕ,Първо СУ Свети Седмочисленици,96.0,66.66,96.0,59.66,101.0,66.78,100.0,32.52,102.0,"62,48",103.0,"33,11",106.0,"62,26",106.0,"52,55",104.0,"59,69",104.0,"36,90",104.0,"67,05",103.0,"39,26"
ТЪРГОВИЩЕ,Специално училище за ученици с увреден слух Свети Иван Рилски,1.0,4.0,,,5.0,22.6,5.0,33.4,,,,,7.0,"26,86",8.0,"33,75",2.0,"7,00",2.0,"26,00",3.0,"23,67",3.0,"25,75"
ТЪРГОВИЩЕ,Второ СУ Професор Никола Маринов,105.0,54.01,105.0,35.75,108.0,56.03,110.0,37.62,134.0,"57,14",134.0,"33,87",109.0,"58,26",108.0,"35,82",104.0,"53,66",104.0,"39,29",109.0,"60,72",109.0,"33,66"
АНТОНОВО,Основно Училище Никола Йонков Вапцаров,2.0,56.25,2.0,58.25,8.0,50.69,8.0,42.44,6.0,"42,25",6.0,"41,38",3.0,"27,67",3.0,"37,33",5.0,"35,50",5.0,"40,60",,,,
АНТОНОВО,Основно училище Никола Йонков Вапцаров,2.0,52.75,2.0,60.38,5.0,43.7,5.0,24.45,3.0,"24,33",3.0,"23,33",4.0,"55,88",4.0,"20,19",3.0,"49,00",3.0,"48,17",2.0,"45,75",2.0,"47,25"
ОМУРТАГ,Основно училище Георги Бенковски,5.0,31.2,5.0,27.4,3.0,25.17,3.0,17.33,8.0,"17,25",9.0,"13,11",8.0,"32,88",8.0,"18,38",9.0,"28,94",9.0,"19,22",9.0,"17,61",9.0,"50,11"
ОМУРТАГ,Основно училище Никола Йонков Вапцаров,13.0,32.0,13.0,54.9,8.0,38.19,8.0,15.69,14.0,"28,25",14.0,"46,77",12.0,"39,92",12.0,30,14.0,"33,79",14.0,"36,50",11.0,"36,82",12.0,"20,88"
ОМУРТАГ,Основно училище Христо Ботев,10.0,34.5,11.0,49.84,16.0,45.5,16.0,34.88,9.0,35,9.0,"41,44",15.0,"30,53",15.0,"36,07",11.0,"28,09",12.0,"28,92",12.0,"45,29",12.0,"37,1"
ОМУРТАГ,Основно училище Христо Ботев,25.0,45.16,24.0,43.88,20.0,40.38,22.0,32.72,22.0,"40,09",22.0,"34,5",19.0,"44,29",20.0,"34,64",14.0,"43,82",15.0,"38,02",24.0,"36,58",25.0,"28,47"
ОМУРТАГ,Основно училище Д-р Петър Берон,17.0,37.0,17.0,49.4,23.0,40.22,23.0,31.37,19.0,"45,92",19.0,"20,8",18.0,"43,31",18.0,"40,32",18.0,"49,69",18.0,"47,08",26.0,"31,92",26.0,"30,63"
ОМУРТАГ,Основно училище Академик Даки Йорданов,46.0,35.91,46.0,22.55,57.0,47.97,57.0,25.72,64.0,"40,28",64.0,"28,57",73.0,"41,99",72.0,"25,08",73.0,"42,92",72.0,"40,50",77.0,"46,54",77.0,"31,56"
ОПАКА,Основно училище Алеко Константинов,5.0,35.2,5.0,21.8,5.0,41.2,5.0,20.0,2.0,"36,25",2.0,14,,,,,3.0,"37,33",3.0,"18,75",8.0,"50,19",8.0,"21,16"
ОПАКА,Основно училище Васил Левски,14.0,47.61,14.0,47.54,19.0,38.05,19.0,23.08,11.0,"44,09",11.0,"45,68",12.0,"39,29",12.0,"23,63",9.0,"40,78",9.0,"33,03",13.0,"52,23",13.0,"37,29"
ОПАКА,СУ Васил Левски,6.0,28.25,6.0,20.33,19.0,45.68,19.0,25.46,22.0,"42,95",22.0,"25,6",23.0,"42,48",23.0,"29,09",21.0,"37,38",21.0,"24,46",20.0,"42,75",21.0,"25,94"
ПОПОВО,Основно училище Никола Йонков Вапцаров,39.0,50.17,39.0,35.92,43.0,44.59,43.0,21.06,46.0,"54,97",45.0,"32,6",44.0,"50,68",44.0,"26,04",52.0,"44,44",52.0,"32,09",61.0,"47,86",61.0,"30,18"
ПОПОВО,Основно училище Свети Климент Охридски,42.0,47.46,42.0,34.17,37.0,54.38,37.0,25.53,40.0,"48,31",40.0,"30,09",30.0,"46,45",30.0,"28,43",40.0,"49,85",41.0,"36,11",35.0,"57,44",35.0,"24,96"
ПОПОВО,Основно училище Любен Каравелов,46.0,57.47,46.0,40.01,53.0,62.86,53.0,34.92,58.0,"60,63",58.0,"37,95",37.0,"57,14",36.0,"40,33",50.0,"61,77",50.0,"38,26",36.0,"63,69",36.0,"47,15"
ПОПОВО,Основно училище Отец Паисий,4.0,25.63,4.0,23.81,6.0,35.58,6.0,15.63,3.0,"24,17",3.0,"10,58",10.0,"37,35",10.0,"24,38",7.0,"25,57",7.0,"17,79",10.0,"44,65",10.0,"32,57"
ПОПОВО,Основно училище Свети Свети Кирил и Методий,10.0,53.75,10.0,28.25,8.0,46.75,8.0,27.41,17.0,"52,29",17.0,"21,65",13.0,"62,23",13.0,"36,79",8.0,"52,88",8.0,"25,78",9.0,"63,11",9.0,"30,64"
ПОПОВО,Основно училище Христо Ботев,6.0,32.25,6.0,13.58,4.0,47.88,4.0,16.56,12.0,"41,46",12.0,"12,65",7.0,50,7.0,25,8.0,"36,88",8.0,"22,63",7.0,"42,21",7.0,"19,14"
ПОПОВО,Основно училище Христо Ботев,2.0,40.75,2.0,33.0,2.0,35.0,2.0,36.38,3.0,"47,83",3.0,"27,58",2.0,28,2.0,"27,5",1.0,"63,50",1.0,"37,25",9.0,"36,89",9.0,"35,39"
ПОПОВО,Основно училище Антон Страшимиров,9.0,17.11,9.0,20.61,9.0,24.0,9.0,13.58,14.0,"28,04",14.0,"15,43",8.0,"26,06",9.0,"20,08",13.0,"28,58",12.0,"19,69",9.0,"25,06",9.0,"26,67"
ПОПОВО,Oсновно училище Васил Левски,5.0,33.5,5.0,43.3,11.0,26.36,11.0,31.64,8.0,"22,13",8.0,"35,75",9.0,"22,33",9.0,"17,33",6.0,"18,75",6.0,"14,50",14.0,"25,79",14.0,"15,59"
ХАСКОВО,Основно училище Любен Каравелов,55.0,58.12,55.0,39.09,59.0,64.44,59.0,36.21,47.0,"55,19",47.0,"29,51",37.0,"60,84",37.0,"41,07",37.0,"58,99",37.0,"36,47",44.0,"60,53",44.0,"37,32"
ХАСКОВО,Основно училище Св Св Кирил и Методий,16.0,43.16,16.0,27.42,12.0,45.25,11.0,22.66,24.0,50,24.0,"26,96",13.0,"46,65",13.0,"26,63",26.0,"40,71",26.0,"26,27",28.0,"44,88",28.0,"24,58"
ХАСКОВО,Основно училище Шандор Петьофи,60.0,49.01,60.0,34.46,37.0,34.27,37.0,20.69,43.0,"41,63",43.0,"21,88",54.0,"39,52",54.0,"25,71",44.0,"46,15",44.0,"24,63",49.0,"40,46",49.0,"18,47"
ХАСКОВО,Основно училище Св Климент Охридски,76.0,66.78,76.0,49.75,98.0,67.84,98.0,45.67,90.0,"60,97",90.0,"39,4",82.0,"68,98",82.0,"46,52",96.0,"72,59",96.0,"57,60",89.0,"64,74",89.0,"41,34"
ХАСКОВО,Основно училище Никола Йонков Вапцаров,35.0,19.53,33.0,29.45,31.0,22.29,29.0,28.79,58.0,"12,29",57.0,"17,51",38.0,"16,82",43.0,"21,55",37.0,"17,65",37.0,"21,82",34.0,"12,12",33.0,"18,69"
ХАСКОВО,Основно училище Свети Иван Рилски,148.0,62.96,148.0,43.2,156.0,64.53,156.0,39.11,142.0,"63,68",142.0,"38,82",121.0,"66,07",121.0,"47,25",128.0,"63,57",128.0,"45,54",95.0,"63,98",95.0,"34,29"
ХАСКОВО,Основно училище Христо Смирненски,126.0,55.58,125.0,41.79,99.0,63.07,99.0,34.69,123.0,"61,93",123.0,"35,88",106.0,"58,46",106.0,"41,09",121.0,"60,88",121.0,"40,53",122.0,"59,33",122.0,"31,92"
ХАСКОВО,Основно училище Христо Ботев,6.0,20.33,6.0,23.08,6.0,15.42,5.0,21.1,3.0,"14,83",3.0,11,9.0,"22,17",9.0,"27,19",6.0,"11,50",6.0,"15,58",8.0,"16,56",8.0,"20,66"
ХАСКОВО,Основно училище Любен Каравелов,21.0,26.17,21.0,52.0,28.0,23.84,27.0,28.31,30.0,"16,98",30.0,"9,6",39.0,"15,17",39.0,"17,24",35.0,"15,39",36.0,"16,38",39.0,"22,51",38.0,"14,01"
ХАСКОВО,Основно училище Христо Ботев,9.0,33.39,9.0,25.03,5.0,7.6,5.0,10.8,6.0,"27,5",6.0,"18,13",10.0,"12,85",8.0,"13,44",7.0,"25,71",6.0,"17,25",2.0,"21,75",1.0,"62,25"
ХАСКОВО,Основно училище Христо Ботев,12.0,36.04,12.0,40.0,10.0,22.4,9.0,30.11,12.0,"47,79",13.0,"33,08",11.0,"32,86",12.0,"17,98",9.0,"38,33",10.0,"25,50",13.0,"25,92",13.0,"20,54"
ХАСКОВО,Основно училище Св св Кирил и Методий,17.0,45.74,17.0,32.15,12.0,31.71,11.0,25.2,12.0,"30,75",12.0,"16,92",9.0,"52,61",9.0,"17,61",15.0,"39,47",15.0,"22,28",16.0,"29,53",16.0,"14,14"
ХАСКОВО,ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ,13.0,41.88,13.0,28.71,6.0,18.83,6.0,13.92,11.0,"17,27",10.0,"12,88",11.0,"20,27",11.0,"12,64",12.0,"9,50",12.0,"10,17",9.0,"28,78",9.0,"23,03"
ХАСКОВО,Основно училище Свети Свети Кирил и Методий,18.0,49.53,18.0,35.22,13.0,62.27,13.0,36.65,10.0,"28,65",10.0,"12,9",21.0,"54,74",21.0,"29,75",14.0,"43,04",14.0,"28,21",17.0,"44,91",17.0,"20,04"
ХАСКОВО,СУ Васил Левски,114.0,55.89,114.0,36.28,100.0,55.77,100.0,32.45,76.0,"52,09",76.0,"31,46",66.0,"54,76",66.0,"36,46",72.0,"48,33",72.0,"29,81",82.0,"56,06",81.0,"31,4"
ХАСКОВО,СУ Св Паисий Хилендарски,94.0,56.68,94.0,35.39,60.0,55.2,60.0,30.42,61.0,"60,48",60.0,"31,32",76.0,"53,2",76.0,"31,23",73.0,"52,90",73.0,"30,02",87.0,"56,43",86.0,"28,17"
ХАСКОВО,СПОРТНО УЧИЛИЩЕ СТЕФАН КАРАДЖА,17.0,10.26,13.0,15.92,26.0,14.65,27.0,13.92,25.0,"11,76",24.0,"13,46",20.0,"16,28",19.0,"15,11",21.0,"15,36",22.0,"13,50",25.0,"17,44",25.0,"10,3"
ХАСКОВО,ПМГ Академик Боян Петканчин,27.0,82.8,27.0,86.67,27.0,73.2,27.0,72.97,26.0,"82,69",26.0,"79,03",27.0,"81,44",27.0,"79,84",28.0,"81,86",28.0,"80,71",28.0,"84,16",28.0,"84,69"
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ Пейо Крачолов Яворов,16.0,15.22,16.0,29.25,29.0,15.5,29.0,12.12,23.0,"18,2",23.0,"14,54",22.0,"19,82",22.0,"13,95",25.0,"21,58",26.0,"16,88",17.0,"26,18",17.0,"23,12"
ДИМИТРОВГРАД,ОУ Свети свети Кирил и Методий,16.0,16.47,16.0,17.38,11.0,17.73,12.0,15.67,16.0,"20,16",17.0,"10,12",11.0,"10,32",11.0,"14,43",14.0,"24,39",14.0,"17,11",16.0,"25,69",17.0,"14,75"
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ АЛЕКО КОНСТАНТИНОВ,100.0,61.76,100.0,39.44,101.0,54.86,101.0,32.68,87.0,"57,6",87.0,"32,95",95.0,"60,06",94.0,33,75.0,"54,23",75.0,"31,70",92.0,"50,91",92.0,"29,65"
ДИМИТРОВГРАД,Основно училище Пенчо Славейков,103.0,55.63,103.0,36.45,80.0,54.19,80.0,36.61,66.0,"58,09",66.0,"29,49",90.0,"57,48",90.0,"34,8",91.0,"47,80",90.0,"30,73",88.0,"47,91",87.0,"24,97"
ДИМИТРОВГРАД,Основно училище Христо Ботев,6.0,32.67,6.0,24.33,9.0,23.06,9.0,13.47,13.0,"26,81",13.0,"16,75",10.0,"35,95",10.0,"16,18",16.0,"24,09",16.0,"14,73",14.0,"24,89",14.0,"33,18"
ДИМИТРОВГРАД,Основно училище Димитър Недялков Матевски,8.0,26.13,9.0,15.64,13.0,15.73,13.0,10.0,14.0,"24,61",14.0,"15,21",12.0,"24,46",13.0,"13,77",20.0,"12,53",20.0,"19,55",18.0,"19,75",18.0,"27,49"
ДИМИТРОВГРАД,Основно училище Христо Смирненски,14.0,32.36,14.0,19.68,11.0,17.95,11.0,14.59,9.0,23,9.0,11,10.0,"39,15",10.0,"19,15",15.0,"20,23",15.0,"14,73",11.0,"23,59",11.0,15
ДИМИТРОВГРАД,ОСНОВНО УЧИЛИЩЕ ВАСИЛ ЛЕВСКИ,15.0,35.33,15.0,17.53,12.0,31.08,12.0,13.85,16.0,"38,06",16.0,"16,67",14.0,"29,36",14.0,"19,05",16.0,"34,59",16.0,"23,80",10.0,"28,15",10.0,"11,5"
ДИМИТРОВГРАД,Основно училище Васил Левски,19.0,18.37,19.0,16.55,16.0,17.44,16.0,15.47,14.0,"16,18",14.0,"12,16",12.0,"21,17",14.0,"11,13",14.0,"22,75",14.0,"12,63",18.0,"18,39",19.0,"12,81"
ДИМИТРОВГРАД,СУ Любен Каравелов,57.0,46.73,56.0,25.88,60.0,49.04,59.0,24.2,51.0,47,51.0,"22,71",58.0,"55,47",57.0,"35,16",54.0,"48,12",54.0,"28,54",51.0,"48,11",51.0,"20,84"
ДИМИТРОВГРАД,ПМГ със засилено изучаване на чужди езици Иван Вазов,25.0,67.1,25.0,59.99,27.0,79.11,27.0,62.5,18.0,"69,86",18.0,55,26.0,"80,17",26.0,"73,24",26.0,"75,35",26.0,"70,53",26.0,"77,12",26.0,"66,63"
ХАРМАНЛИ,Основно училище Христо Ботев,10.0,13.2,9.0,19.11,8.0,27.13,7.0,39.57,14.0,"11,21",13.0,"22,75",9.0,"23,22",9.0,"26,25",5.0,"37,30",5.0,"40,60",8.0,"35,38",8.0,"34,69"
ХАРМАНЛИ,ОСНОВНО УЧИЛИЩЕ ИВАН ВАЗОВ,7.0,27.86,7.0,37.04,14.0,25.96,14.0,36.64,11.0,"23,95",11.0,"41,16",9.0,"45,56",10.0,"39,83",15.0,"36,63",14.0,"35,89",7.0,"28,21",7.0,"35,96"
ХАРМАНЛИ,ОСНОВНО УЧИЛИЩЕ СВЕТИ СВЕТИ КИРИЛ И МЕТОДИЙ,18.0,34.56,18.0,36.38,16.0,32.72,16.0,30.03,10.0,"23,6",10.0,"19,1",15.0,"41,3",15.0,"30,63",18.0,"16,86",15.0,"34,18",13.0,"39,31",14.0,"34,38"
ХАРМАНЛИ,Основно училище Христо Ботев,19.0,37.13,18.0,36.68,15.0,41.67,15.0,35.83,18.0,"37,06",18.0,"31,07",17.0,"27,18",17.0,"21,72",14.0,"35,46",13.0,"32,04",22.0,"32,14",22.0,"41,21"
ХАРМАНЛИ,Основно училище Иван Вазов,61.0,47.44,61.0,35.58,77.0,54.24,78.0,34.29,59.0,"38,19",56.0,"24,39",61.0,"51,93",59.0,"33,8",53.0,"46,92",50.0,"36,77",45.0,"40,2",44.0,"23,24"
ХАРМАНЛИ,СУ Неофит Рилски,76.0,37.38,76.0,24.83,90.0,32.92,90.0,20.67,91.0,"44,49",90.0,"24,39",88.0,"43,31",87.0,"28,15",82.0,"33,38",80.0,"27,61",86.0,"41,77",87.0,"24,08"
СИМЕОНОВГРАД,Основно училище Иван Вазов,18.0,26.19,18.0,36.6,15.0,23.67,15.0,17.12,16.0,"24,59",13.0,15,23.0,"18,24",23.0,"15,11",20.0,"25,53",20.0,"15,95",21.0,"20,05",21.0,23
СИМЕОНОВГРАД,СУ Свети Климент Охридски,42.0,22.06,42.0,17.88,44.0,33.36,44.0,17.18,49.0,"23,21",49.0,"17,97",54.0,25,53.0,"18,02",42.0,"24,04",43.0,"17,81",60.0,"28,19",59.0,"14,67"
СВИЛЕНГРАД,Първо основно училище Иван Вазов,82.0,57.69,82.0,39.54,90.0,60.39,90.0,42.67,83.0,"57,42",83.0,"42,98",93.0,"54,07",93.0,"37,74",85.0,"53,57",85.0,"39,25",87.0,"52,09",87.0,"37,48"
СВИЛЕНГРАД,Основно училище Любен Каравелов,14.0,31.04,13.0,43.63,19.0,36.42,19.0,24.79,17.0,"18,18",19.0,"45,63",20.0,"16,43",19.0,"18,79",28.0,"22,38",28.0,"30,18",23.0,"22,46",24.0,"33,06"
СВИЛЕНГРАД,Основно училище Христо Ботев,10.0,30.65,10.0,38.2,11.0,27.36,11.0,25.18,11.0,"35,73",11.0,"43,57",15.0,"34,47",15.0,"33,77",13.0,"36,73",13.0,"21,77",15.0,"35,6",15.0,"26,89"
СВИЛЕНГРАД,СУ Д-р Петър Берон,55.0,47.43,55.0,31.11,70.0,47.81,70.0,24.44,62.0,"50,13",62.0,"22,58",75.0,"51,41",75.0,"29,14",73.0,"47,16",73.0,"26,10",59.0,"45,69",59.0,"32,8"
ЛЮБИМЕЦ,Основно училище Свети Свети Кирил и Методий,6.0,33.33,5.0,58.0,7.0,27.71,7.0,44.29,6.0,"46,83",6.0,"48,88",9.0,35,9.0,"44,89",7.0,"26,71",8.0,"41,50",10.0,"36,9",10.0,"44,93"
ЛЮБИМЕЦ,СУ Желязко Терпешев,56.0,42.54,56.0,29.38,69.0,34.72,66.0,20.57,71.0,"40,41",71.0,"28,7",70.0,"41,65",69.0,"28,39",71.0,"39,72",71.0,"23,28",60.0,"38,54",58.0,"28,29"
МИНЕРАЛНИ БАНИ,СУ ПРОФ Д-Р АСЕН ЗЛАТАРОВ,19.0,41.74,19.0,38.71,21.0,51.36,21.0,26.24,18.0,"43,5",18.0,"24,79",20.0,"47,8",20.0,"34,44",11.0,"39,55",11.0,"20,82",13.0,"35,08",14.0,"15,75"
МИНЕРАЛНИ БАНИ,СУ ХРИСТО БОТЕВ,25.0,45.22,25.0,33.25,17.0,39.53,17.0,22.99,21.0,"33,67",21.0,"17,49",20.0,"46,25",20.0,"29,18",22.0,"36,84",22.0,"19,55",26.0,"48,19",26.0,"24,51"
МАДЖАРОВО,СУ Димитър Маджаров,8.0,31.06,8.0,24.06,12.0,26.29,12.0,14.46,5.0,"12,8",5.0,"11,2",15.0,"44,37",15.0,"27,48",13.0,"29,92",15.0,"19,60",5.0,"5,7",5.0,"10,8"
СТАМБОЛОВО,Основно училище Свети свети Кирил и Методий,17.0,31.24,17.0,19.0,9.0,40.17,9.0,19.83,6.0,"26,83",7.0,"20,68",5.0,"28,3",4.0,"25,19",13.0,"26,96",13.0,"23,79",7.0,"16,71",7.0,"22,86"
СТАМБОЛОВО,Основно училище Христо Ботев,7.0,44.79,7.0,30.79,7.0,49.21,7.0,24.0,7.0,"26,64",7.0,"12,36",9.0,"34,94",9.0,"19,14",8.0,"23,94",8.0,"19,94",13.0,"23,35",13.0,"13,52"
СТАМБОЛОВО,Основно училище Христо Ботев,7.0,23.21,7.0,31.07,8.0,35.38,8.0,21.47,10.0,"23,85",9.0,"19,44",6.0,"41,25",6.0,"46,5",9.0,"24,83",10.0,"23,03",8.0,"28,44",8.0,"28,94"
СТАМБОЛОВО,СУ Свети Климент Охридски,12.0,29.92,12.0,20.04,13.0,32.42,13.0,20.15,21.0,"34,81",21.0,"18,73",19.0,"29,68",19.0,"18,64",20.0,"40,15",20.0,"23,41",13.0,25,13.0,"12,85"
ИВАЙЛОВГРАД,Основно училище Св св Кирил и Методий,1.0,42.0,1.0,49.0,2.0,30.5,2.0,39.38,1.0,51,1.0,15,4.0,28,4.0,"29,25",4.0,"48,63",4.0,"40,50",3.0,"26,17",2.0,32
ИВАЙЛОВГРАД,Основно училище Свети свети Кирил и Методий,7.0,38.71,7.0,51.43,3.0,37.0,3.0,52.33,4.0,36,4.0,"47,75",4.0,"56,13",4.0,"13,75",5.0,"42,00",5.0,"41,00",4.0,"56,5",4.0,"28,5"
ИВАЙЛОВГРАД,Основно училище Свети свети Кирил и Методий,7.0,32.86,7.0,31.57,5.0,34.0,5.0,24.4,7.0,"30,93",7.0,"21,82",10.0,"24,7",9.0,"20,08",9.0,"17,00",9.0,"29,97",8.0,"34,88",9.0,"19,88"
ИВАЙЛОВГРАД,СУ Христо Ботев,21.0,64.4,21.0,56.92,26.0,55.44,26.0,28.01,19.0,"63,32",19.0,"44,92",26.0,"51,73",26.0,"33,36",36.0,"48,00",36.0,"24,58",27.0,"45,76",27.0,"23,07"
ТОПОЛОВГРАД,Основно училище Христо Ботев,3.0,30.67,3.0,40.0,1.0,69.5,1.0,29.0,4.0,"23,25",4.0,"41,25",2.0,"51,25",2.0,"50,5",8.0,"31,75",8.0,"45,06",5.0,"45,5",5.0,"38,6"
ТОПОЛОВГРАД,Основно училище Христо Ботев,9.0,42.67,7.0,48.14,4.0,44.13,4.0,40.0,6.0,"31,92",6.0,"45,83",4.0,"42,63",4.0,"45,25",5.0,"54,30",5.0,"43,80",5.0,"45,1",5.0,"48,83"
ТОПОЛОВГРАД,Основно училище Иван Вазов,10.0,48.8,11.0,41.73,7.0,39.36,7.0,38.57,12.0,"34,21",12.0,"53,06",9.0,"38,39",9.0,"32,67",10.0,"36,45",10.0,"32,00",5.0,"41,9",5.0,"52,3"
ТОПОЛОВГРАД,СУ Д-р Петър Берон,39.0,43.73,39.0,58.43,50.0,43.53,50.0,42.15,44.0,"32,97",44.0,"21,82",51.0,"32,76",48.0,"20,53",50.0,"36,34",49.0,"26,65",43.0,"30,95",42.0,"23,23"
ХИТРИНО,ОУ П Волов,,,,,,,,,,,,,9.0,"40,44",9.0,"46,72",5.0,"38,80",5.0,"31,30",5.0,"44,2",5.0,"38,05"
НОВИ ПАЗАР,Основно училище Васил Левски,3.0,13.17,3.0,17.33,4.0,21.5,4.0,17.75,7.0,"32,86",7.0,"15,57",3.0,"27,5",3.0,"13,33",4.0,"19,00",4.0,"10,75",5.0,"24,3",5.0,"11,07"
ВЕНЕЦ,Основно училище Петко Рачев Славейков,6.0,15.92,6.0,23.38,3.0,19.33,3.0,15.0,5.0,16,5.0,"24,8",5.0,"20,9",5.0,"32,2",1.0,"6,00",1.0,"23,00",7.0,"9,57",7.0,"20,57"
НОВИ ПАЗАР,СУ Васил Левски,47.0,41.02,47.0,26.07,46.0,49.29,46.0,23.89,55.0,"44,62",55.0,"25,8",62.0,"42,65",62.0,"27,02",42.0,"48,52",42.0,"24,28",34.0,"39,04",34.0,"23,07"
НОВИ ПАЗАР,Основно училище Св Климент Охридски,14.0,33.14,13.0,21.31,9.0,35.61,9.0,31.44,11.0,"31,73",10.0,"15,95",13.0,"28,96",13.0,"19,58",9.0,"25,33",9.0,"16,31",8.0,"25,5",9.0,"12,11"
НОВИ ПАЗАР,Основно училище Христо Ботев,1.0,22.0,1.0,21.0,11.0,19.64,10.0,19.9,10.0,"20,15",10.0,"41,8",8.0,"30,63",8.0,"37,41",9.0,"18,78",9.0,"28,81",11.0,"25,45",11.0,"13,89"
ВЪРБИЦА,ОУ Св св Кирил и Методий,16.0,45.09,16.0,25.17,13.0,41.65,14.0,21.14,14.0,"26,89",14.0,"10,41",19.0,"36,45",19.0,"16,14",26.0,"28,38",26.0,"15,58",16.0,"21,75",16.0,"12,17"
ВЪРБИЦА,СУ Св Паисий Хилендарски,41.0,26.93,40.0,20.13,48.0,28.89,48.0,16.56,48.0,"26,42",47.0,"14,25",46.0,"26,43",46.0,"15,17",45.0,"28,74",44.0,"14,90",49.0,"30,78",50.0,"16,46"
КАСПИЧАН,СУ Панайот Волов,20.0,41.83,20.0,28.81,15.0,36.17,14.0,21.34,25.0,"44,56",25.0,"24,41",25.0,"34,36",25.0,"19,32",24.0,"40,90",24.0,"26,86",21.0,"43,55",21.0,"30,16"
КАСПИЧАН,ОУ Христо Ботев,10.0,11.5,10.0,15.2,15.0,17.13,15.0,12.07,6.0,"18,42",6.0,"12,88",11.0,"21,27",11.0,"26,55",15.0,"24,60",15.0,"30,00",14.0,"29,36",14.0,"12,64"
